# Allan Deviation Measurement
# Start time: 2025-07-10 15:13:37
# SDR Type: HACKRF, Gain: 60.0 dB, Freq: 1000.0 MHz, Samp Rate: 2.0 Msps
# Collected Data Points: 420081
# Integration Time (s), Allan Deviation
0.128, 0.044477690011262894
0.256, 0.03172602504491806
0.512, 0.0230952687561512
1.024, 0.016260897740721703
2.048, 0.010408728383481503
4.096, 0.00797802209854126
8.192, 0.006517686415463686
16.384, 0.004759090952575207
32.768, 0.003287069732323289
65.536, 0.0038617891259491444
