# Allan Deviation Measurement
# Start time: 2025-06-23 16:02:46
# SDR Type: RTLSDR, Gain: 0.0 dB, Freq: 1000.0 MHz, Samp Rate: 2.0 Msps
# Integration Time (s), Allan Deviation
0.1, 0.27642008662223816
0.15848931924611134, 0.27642008662223816
0.251188643150958, 0.4055657684803009
0.3981071705534973, 0.28586363792419434
0.6309573444801934, 0.28586363792419434
1.0, 0.14611269533634186
1.584893192461114, 0.07445362955331802
2.511886431509581, 0.07445362955331802
3.981071705534973, 0.03855578228831291
6.309573444801933, 0.021124307066202164
10.0, 0.021124307066202164
