Set_Power_dBm,Mean_Measured_Power,Std_Dev_Measured_Power
-120.00,-67.57049179,0.12163531
-119.00,-67.69200982,0.17548262
-118.00,-67.70949088,0.14720657
-117.00,-67.73656252,0.11207250
-116.00,-67.66919793,0.13990555
-115.00,-67.69088162,0.18637409
-114.00,-67.68583510,0.19085968
-113.00,-67.59573873,0.11133075
-112.00,-67.64942932,0.17867048
-111.00,-67.52428526,0.14596677
-110.00,-67.62245305,0.13932973
-109.00,-67.68242094,0.14719062
-108.00,-67.64928224,0.15117935
-107.00,-67.60104752,0.15441012
-106.00,-67.56701787,0.09279551
-105.00,-67.62034353,0.12352087
-104.00,-67.56737473,0.15954153
-103.00,-67.69124391,0.14507745
-102.00,-67.65306388,0.12654380
-101.00,-67.63797294,0.15812807
-100.00,-67.62755203,0.13239827
-99.00,-67.66936239,0.05931714
-98.00,-67.61153369,0.14480493
-97.00,-67.67777252,0.11735523
-96.00,-67.62718879,0.15661682
-95.00,-67.69060601,0.09690002
-94.00,-67.69741482,0.11696348
-93.00,-67.67791494,0.16776262
-92.00,-67.70956718,0.14011844
-91.00,-67.67205182,0.12138183
-90.00,-67.71013896,0.15063921
-89.00,-67.69922002,0.11626966
-88.00,-67.73444960,0.11764792
-87.00,-67.71960045,0.13916957
-86.00,-67.84162182,0.14080079
-85.00,-67.83117855,0.13150737
-84.00,-67.72832955,0.14776977
-83.00,-67.83159934,0.16202287
-82.00,-67.78932110,0.18192203
-81.00,-67.84265541,0.19494837
-80.00,-67.83197445,0.14919939
-79.00,-67.90232807,0.15960054
-78.00,-67.94514932,0.16689942
-77.00,-67.88028582,0.21259988
-76.00,-68.00690842,0.29704229
-75.00,-68.50145199,0.58504164
-74.00,-68.62932841,0.55200489
-73.00,-70.10778427,1.09078404
-72.00,-71.41632080,0.92968629
-71.00,-74.49939473,2.01813176
-70.00,-79.51307848,3.19566938
-69.00,-86.21638743,3.10633795
-68.00,-92.49169328,4.69924407
-67.00,-98.17251003,4.45754208
-66.00,-97.31680891,3.93414069
-65.00,-90.81488079,4.56913939
-64.00,-82.00499937,3.23570648
-63.00,-71.73374557,1.83780235
-62.00,-64.89255545,0.84652819
-61.00,-62.78463809,0.24876902
-60.00,-61.74673865,0.23826586
-59.00,-60.66470379,0.20573129
-58.00,-59.82399474,0.18376733
-57.00,-58.77646573,0.15180302
-56.00,-57.82294824,0.18318392
-55.00,-56.74839083,0.13029625
-54.00,-55.77627204,0.10754734
-53.00,-54.77113185,0.11390307
-52.00,-53.82581796,0.09254773
-51.00,-52.72532103,0.09188271
-50.00,-51.73643769,0.07573038
-49.00,-50.81905096,0.07242231
-48.00,-49.80202527,0.03856913
-47.00,-48.82379659,0.05898966
-46.00,-47.85157911,0.05029994
-45.00,-46.83936988,0.04336201
-44.00,-45.86806064,0.03655373
-43.00,-44.81801605,0.03398672
-42.00,-43.86375851,0.02924370
-41.00,-42.82914374,0.02635478
-40.00,-41.86696964,0.02644138
-39.00,-40.81869994,0.02233370
-38.00,-39.85772239,0.02040870
-37.00,-38.84103415,0.02139492
-36.00,-37.89071528,0.01237263
-35.00,-36.85096614,0.01355545
-34.00,-35.89161195,0.01197819
-33.00,-34.85569572,0.01138991
-32.00,-33.89704042,0.00879418
-31.00,-32.86994108,0.00622069
-30.00,-31.93136925,0.00754024
-29.00,-30.96477632,0.00762732
-28.00,-30.04597759,0.00614972
-27.00,-29.37273328,0.00703146
-26.00,-29.00723341,0.01059633
-25.00,-28.72283554,0.01278847
-24.00,-28.52174441,0.01327887
-23.00,-28.34413942,0.01469104
-22.00,-28.18652821,0.01772120
-21.00,-28.02893437,0.01423479
-20.00,-27.91302225,0.01855326
-19.00,-27.78713714,0.02791497
-18.00,-27.70895958,0.02796745
-17.00,-27.62826443,0.02433315
-16.00,-27.55411095,0.03209399
-15.00,-27.47415966,0.02019719
-14.00,-27.41369141,0.02640959
-13.00,-27.37476412,0.02454797
-12.00,-27.31952424,0.03131931
-11.00,-27.27574073,0.01896211
-10.00,-27.25139904,0.02037628
-9.00,-27.23057853,0.02744419
-8.00,-27.19993528,0.02465553
-7.00,-27.17859671,0.02669651
-6.00,-27.15991603,0.02407308
-5.00,-27.13966899,0.01778810
-4.00,-27.12834952,0.01664756
-3.00,-27.10526880,0.01621112
-2.00,-27.10069275,0.01999401
-1.00,-27.09950097,0.01653360
0.00,-27.08195856,0.01563728
