Set_Power_dBm,Mean_Measured_Power,Std_Dev_Measured_Power
-120.00,-84.65326564,1.50280491
-119.00,-85.45417382,2.05377698
-118.00,-84.80445438,1.44907209
-117.00,-84.61702432,1.53686289
-116.00,-84.55748918,1.98472432
-115.00,-85.06134330,1.61792822
-114.00,-84.91661453,1.84262632
-113.00,-85.20071708,1.80188851
-112.00,-85.39601898,1.85901899
-111.00,-84.89103317,2.03093610
-110.00,-84.70572959,1.86713742
-109.00,-85.13901859,1.91209551
-108.00,-85.24974653,1.49640107
-107.00,-86.19286855,2.16072658
-106.00,-84.80616670,1.90277621
-105.00,-85.05007002,1.69756756
-104.00,-85.14901649,1.36784826
-103.00,-85.45024692,1.57176655
-102.00,-84.81136025,1.38584796
-101.00,-85.66124005,2.01587264
-100.00,-85.16925727,1.56924661
-99.00,-84.96408505,1.75425444
-98.00,-85.78497357,1.57358271
-97.00,-85.87217628,2.34857258
-96.00,-85.69730971,1.86876461
-95.00,-86.26817110,1.77086988
-94.00,-85.79173533,1.68403277
-93.00,-85.35319985,1.48911830
-92.00,-85.75271903,2.46334684
-91.00,-86.15477329,1.64945140
-90.00,-86.14220653,1.66274261
-89.00,-85.85367494,1.57990803
-88.00,-86.40774663,1.45046590
-87.00,-87.76948124,2.33416037
-86.00,-87.01740477,2.10048365
-85.00,-88.54825211,2.11064993
-84.00,-89.37264803,2.51606531
-83.00,-89.13340081,2.33325127
-82.00,-90.41793145,3.58096936
-81.00,-91.61811532,2.55543872
-80.00,-92.81652832,3.15003115
-79.00,-93.27688811,3.44433249
-78.00,-93.64514881,4.19610736
-77.00,-94.70905007,3.92737447
-76.00,-94.29771782,2.96034907
-75.00,-92.04992082,2.50193707
-74.00,-88.13368013,2.82048497
-73.00,-83.95530404,1.97171205
-72.00,-79.46406428,1.84855677
-71.00,-75.02338240,0.97605944
-70.00,-72.46589364,0.59494071
-69.00,-70.76991230,0.38156230
-68.00,-69.65993415,0.25819057
-67.00,-68.64156045,0.20950537
-66.00,-67.57210710,0.19599485
-65.00,-66.57331679,0.17762564
-64.00,-65.58445740,0.14698552
-63.00,-64.58370760,0.12314894
-62.00,-63.71151288,0.11233363
-61.00,-62.57623439,0.11830344
-60.00,-61.59961912,0.09733080
-59.00,-60.59733200,0.08374341
-58.00,-59.64641635,0.08559047
-57.00,-58.61846013,0.07753554
-56.00,-57.66606246,0.06530848
-55.00,-56.59036001,0.04930986
-54.00,-55.65840488,0.05587589
-53.00,-54.68006240,0.02982611
-52.00,-53.68582429,0.03662953
-51.00,-52.59939766,0.02993220
-50.00,-51.63284077,0.03140173
-49.00,-50.68622858,0.02580854
-48.00,-49.72855144,0.02320913
-47.00,-48.70856709,0.02196762
-46.00,-47.74708871,0.01694875
-45.00,-46.71752993,0.01793351
-44.00,-45.74487283,0.01404716
-43.00,-44.68820190,0.01064287
-42.00,-43.73101552,0.01323411
-41.00,-42.70707300,0.00984082
-40.00,-41.74312422,0.01024140
-39.00,-40.70156458,0.00857871
-38.00,-39.78987413,0.00866799
-37.00,-39.24678993,0.01341482
-36.00,-38.91972881,0.02233614
-35.00,-38.67221853,0.02388323
-34.00,-38.48689842,0.02173330
-33.00,-38.29724185,0.03524718
-32.00,-38.14423603,0.03761774
-31.00,-38.01073180,0.03194105
-30.00,-37.91491720,0.03567755
-29.00,-37.78324060,0.03079443
-28.00,-37.68466462,0.04847631
-27.00,-37.60673798,0.03716032
-26.00,-37.53696760,0.02972924
-25.00,-37.47096125,0.03071255
-24.00,-37.43208694,0.03122311
-23.00,-37.36419360,0.02644140
-22.00,-37.32313813,0.03397813
-21.00,-37.26752302,0.01722402
-20.00,-37.23323652,0.02231685
-19.00,-37.20564792,0.02695694
-18.00,-37.19066493,0.03321494
-17.00,-37.16517851,0.02298911
-16.00,-37.14189381,0.02558540
-15.00,-37.11670176,0.02131981
-14.00,-37.10098379,0.01407062
-13.00,-37.08748012,0.01491437
-12.00,-37.07813348,0.01463499
-11.00,-37.06360402,0.01642366
-10.00,-37.06434901,0.01230010
-9.00,-37.05205112,0.01465742
-8.00,-37.03888254,0.01368920
-7.00,-37.03193453,0.00925065
-6.00,-37.02343792,0.01312640
-5.00,-37.01436615,0.00840098
-4.00,-37.01287715,0.00630088
-3.00,-37.00979720,0.01051120
-2.00,-37.00387573,0.00957065
-1.00,-36.99633408,0.00977745
0.00,-36.99599577,0.00673445
