Set_Power_dBm,Mean_Measured_Power,Std_Dev_Measured_Power
-120.00,-37.11801550,0.10315914
-119.00,-37.23047066,0.14605415
-118.00,-37.23510091,0.07267406
-117.00,-37.17361585,0.12357180
-116.00,-37.28922950,0.11929877
-115.00,-37.32681592,0.12857198
-114.00,-37.12341097,0.13953851
-113.00,-37.29140366,0.12392200
-112.00,-37.16690720,0.10245082
-111.00,-37.30014292,0.17094446
-110.00,-37.40079096,0.14402553
-109.00,-37.31409963,0.14374475
-108.00,-37.22115432,0.11489120
-107.00,-37.32375887,0.09572825
-106.00,-37.28763625,0.11858544
-105.00,-37.25140720,0.13537959
-104.00,-37.30822563,0.14624588
-103.00,-37.31420687,0.11914236
-102.00,-37.23333380,0.12841549
-101.00,-37.21655930,0.13957389
-100.00,-37.15155276,0.11997235
-99.00,-37.28259256,0.11335414
-98.00,-37.27439925,0.12947443
-97.00,-37.11342642,0.10580093
-96.00,-37.18701127,0.11614467
-95.00,-37.20047356,0.14363208
-94.00,-37.25308990,0.14978411
-93.00,-37.24663840,0.11703211
-92.00,-37.20266300,0.16225283
-91.00,-37.22396851,0.14929043
-90.00,-37.15630362,0.14856352
-89.00,-37.18433189,0.11766629
-88.00,-36.99777328,0.10611576
-87.00,-37.21393776,0.09084415
-86.00,-37.11714151,0.11746833
-85.00,-37.08934275,0.10640797
-84.00,-37.16948446,0.14326052
-83.00,-37.12637778,0.14604520
-82.00,-37.15647846,0.13606547
-81.00,-37.03416718,0.12135813
-80.00,-37.14192581,0.10277325
-79.00,-37.14660814,0.11450469
-78.00,-37.21041870,0.10219279
-77.00,-37.15559896,0.13889077
-76.00,-37.09724850,0.10268824
-75.00,-37.07689857,0.10849608
-74.00,-37.24632802,0.11564169
-73.00,-37.21155527,0.09843755
-72.00,-37.06146685,0.10986986
-71.00,-37.12604735,0.10793715
-70.00,-37.16936429,0.14793002
-69.00,-37.16763115,0.10483229
-68.00,-37.24474822,0.13715200
-67.00,-37.16527535,0.11763221
-66.00,-37.32332314,0.11974821
-65.00,-37.26239649,0.08435599
-64.00,-37.38516829,0.13385064
-63.00,-37.27378040,0.11402114
-62.00,-37.32867283,0.14539758
-61.00,-37.35447354,0.11389998
-60.00,-37.31156052,0.14906792
-59.00,-37.39260864,0.13116239
-58.00,-37.45261489,0.13849188
-57.00,-37.52532443,0.15483034
-56.00,-37.59235213,0.13847513
-55.00,-37.61435488,0.13427278
-54.00,-37.52815501,0.15670975
-53.00,-37.64877192,0.16498054
-52.00,-37.83072366,0.18077612
-51.00,-37.91502783,0.20711556
-50.00,-37.77295640,0.20210484
-49.00,-37.96280776,0.13826766
-48.00,-38.05885061,0.15812957
-47.00,-37.95307499,0.18148707
-46.00,-38.04611439,0.17600830
-45.00,-37.88155174,0.18744928
-44.00,-37.89989980,0.28553226
-43.00,-37.84192297,0.36216181
-42.00,-38.93796073,0.81442890
-41.00,-42.04120000,1.13935169
-40.00,-50.01045397,2.15811154
-39.00,-61.48689023,3.59080440
-38.00,-70.31790670,5.10862936
-37.00,-70.98410670,3.49464649
-36.00,-68.34184350,4.83297658
-35.00,-60.93041844,3.88037672
-34.00,-47.87020916,2.08458333
-33.00,-35.47149234,0.54119371
-32.00,-33.28270467,0.20117988
-31.00,-32.31864548,0.24145323
-30.00,-31.29553721,0.14615814
-29.00,-30.31511413,0.16342890
-28.00,-29.42196083,0.14430365
-27.00,-28.37200771,0.11964526
-26.00,-27.40994930,0.11969079
-25.00,-26.30968899,0.09968154
-24.00,-25.33980740,0.09398586
-23.00,-24.35834853,0.06152385
-22.00,-23.39349821,0.06103946
-21.00,-22.29081260,0.05763195
-20.00,-21.33070660,0.05493952
-19.00,-20.31758645,0.04390574
-18.00,-19.33935335,0.03271103
-17.00,-18.38213529,0.02703937
-16.00,-17.38802995,0.03292764
-15.00,-16.32228586,0.03087596
-14.00,-15.35499843,0.02386811
-13.00,-14.35762448,0.02058325
-12.00,-13.38569254,0.02190619
-11.00,-12.30813913,0.01595791
-10.00,-11.34439325,0.01495338
-9.00,-10.39829911,0.01318700
-8.00,-9.43139066,0.00966217
-7.00,-8.41464954,0.00985637
-6.00,-7.45053310,0.01002843
-5.00,-6.41469113,0.00882024
-4.00,-5.45040456,0.00771579
-3.00,-4.40345899,0.00591527
-2.00,-3.43872611,0.00677178
-1.00,-2.40087199,0.00645705
0.00,-1.43421562,0.00427828
