gain	linear_input_power_start	linear_input_power_end	linear_measured_power_start	linear_measured_power_end	r_squared	slope	offset	final_offset
0.0	-33.0	0.0	-35.47149234	-1.43421562	0.9996231496288444	1.0024762858487393	-1.360545799378162	-1.360545799378162
10.0	-42.0	-6.0	-33.59114568	1.07932321	0.9995601872312608	0.9892827443717399	8.126728455462297	-1.8732715445377028
20.0	-51.0	-16.0	-32.58312899	1.1376090300000001	0.9994900247092493	0.9893381114478766	18.114700173226094	-1.885299826773906
30.0	-62.0	-26.0	-34.89255545	0.9927665899999987	0.9993899015796753	0.9928059577406351	27.77609177842578	-2.22390822157422
40.0	-70.0	-36.0	-32.465893640000004	1.0802711899999977	0.9993607824755489	0.9920510763809521	37.836603407047605	-2.1633965929523953
50.0	-78.0	-48.0	-30.789071399999997	0.3240998200000007	0.999062150369781	1.0186700237096775	49.56682687725807	-0.4331731227419269
60.0	-83.0	-57.0	-23.295942089999997	0.824112999999997	0.999083708574135	0.9716002705982909	56.61809061262111	-3.38190938737889
