Set_Power_dBm,Mean_Measured_Power,Std_Dev_Measured_Power
-120.00,-91.05562973,1.81988796
-119.00,-90.85617786,1.20981336
-118.00,-91.64796829,1.39838599
-117.00,-91.19017749,1.88842706
-116.00,-92.04829364,1.32851712
-115.00,-91.84799957,1.49848206
-114.00,-92.27422926,2.18897557
-113.00,-90.89090898,2.26506766
-112.00,-91.04575560,1.31599764
-111.00,-92.25415081,1.18054226
-110.00,-92.13210848,2.85793215
-109.00,-91.28906547,1.71292659
-108.00,-91.49040895,1.28131811
-107.00,-92.36888885,1.64867615
-106.00,-91.49697537,1.19415795
-105.00,-91.54260299,1.85854111
-104.00,-91.29772610,1.62440042
-103.00,-91.44013256,1.43924072
-102.00,-91.55733024,2.53347723
-101.00,-90.46817822,1.52463465
-100.00,-90.39429601,1.46344306
-99.00,-91.80753416,1.67805482
-98.00,-91.26656681,1.57352515
-97.00,-91.41710748,1.44801515
-96.00,-90.71449746,1.57983401
-95.00,-90.79665290,1.73681310
-94.00,-90.81322225,1.70775038
-93.00,-91.74711519,1.67055944
-92.00,-91.00493664,1.60848666
-91.00,-91.06300863,1.78293486
-90.00,-90.77711953,1.53751592
-89.00,-89.88505469,1.55699875
-88.00,-90.21664556,1.64557891
-87.00,-90.10662545,2.20118270
-86.00,-89.07019509,1.58033266
-85.00,-89.15205722,1.85637216
-84.00,-87.66177283,1.58265697
-83.00,-87.45621702,1.03773188
-82.00,-85.83370929,0.97886637
-81.00,-85.21657138,1.81266681
-80.00,-83.50681814,1.21296263
-79.00,-82.47161102,1.01122892
-78.00,-80.78907140,0.98471817
-77.00,-79.33068932,0.60990413
-76.00,-78.54327053,0.74764193
-75.00,-76.83581289,0.58499686
-74.00,-75.67223273,0.38940961
-73.00,-74.48568411,0.24239845
-72.00,-73.49705802,0.12144048
-71.00,-72.40396657,0.10354842
-70.00,-71.45982954,0.11513864
-69.00,-70.47179964,0.09336903
-68.00,-69.49224260,0.09480886
-67.00,-68.44146983,0.09913615
-66.00,-67.46045600,0.06861338
-65.00,-66.44908947,0.06210088
-64.00,-65.45977444,0.06055092
-63.00,-64.49015978,0.05815703
-62.00,-63.54230902,0.04687398
-61.00,-62.44575861,0.04803820
-60.00,-61.46358723,0.02906598
-59.00,-60.48831346,0.03383619
-58.00,-59.51391072,0.02800366
-57.00,-58.50530052,0.03135440
-56.00,-57.54147572,0.02640838
-55.00,-56.45083279,0.02249998
-54.00,-55.48601362,0.02018918
-53.00,-54.50321727,0.01777517
-52.00,-53.53493902,0.01547410
-51.00,-52.44735252,0.01401369
-50.00,-51.47621769,0.01381545
-49.00,-50.53318787,0.01454211
-48.00,-49.67590018,0.01266222
-47.00,-49.17778842,0.01797757
-46.00,-48.86792437,0.03144749
-45.00,-48.63900948,0.03420110
-44.00,-48.43352169,0.03200901
-43.00,-48.24985970,0.03337215
-42.00,-48.11055968,0.03476164
-41.00,-47.98832872,0.04202567
-40.00,-47.88050483,0.04871181
-39.00,-47.75998179,0.05851999
-38.00,-47.70076976,0.04310798
-37.00,-47.60233985,0.04414812
-36.00,-47.52334934,0.04249697
-35.00,-47.46703317,0.04337498
-34.00,-47.41870223,0.03159027
-33.00,-47.36117617,0.04175201
-32.00,-47.32535765,0.02246920
-31.00,-47.27600585,0.03036178
-30.00,-47.24200079,0.02868605
-29.00,-47.22719468,0.02545303
-28.00,-47.18642201,0.02227462
-27.00,-47.15879356,0.02053797
-26.00,-47.14251836,0.02031774
-25.00,-47.11957868,0.02031867
-24.00,-47.10424868,0.01918259
-23.00,-47.08777894,0.02818498
-22.00,-47.07322354,0.01560028
-21.00,-47.07274967,0.02161700
-20.00,-47.04755847,0.01352483
-19.00,-47.03693877,0.01445711
-18.00,-47.03044044,0.01413946
-17.00,-47.01675076,0.01335767
-16.00,-47.01692963,0.01124211
-15.00,-47.00748465,0.00717279
-14.00,-47.00073179,0.00971909
-13.00,-46.99216694,0.00817483
-12.00,-46.98780419,0.00859128
-11.00,-46.98548306,0.00795739
-10.00,-46.98216396,0.00645335
-9.00,-46.97686852,0.00558769
-8.00,-46.97723367,0.00572513
-7.00,-46.97463820,0.00721955
-6.00,-46.97220823,0.00617929
-5.00,-46.96871455,0.00418842
-4.00,-46.97261111,0.00570291
-3.00,-46.96877543,0.00667077
-2.00,-46.96891679,0.00411472
-1.00,-46.96719530,0.00528432
0.00,-46.96725527,0.00635484
