timestamp,measured_power_dBm,standard_deviation
4.0,-85.405045,0.000709
8.1,-85.407343,0.000721
12.1,-85.407053,0.001091
16.2,-85.403838,0.000918
20.2,-85.405632,0.000714
24.2,-85.408255,0.001121
28.3,-85.404750,0.000366
32.5,-85.405437,0.001550
36.6,-85.408068,0.000820
40.6,-85.405055,0.000884
44.6,-85.407066,0.001328
48.7,-85.405120,0.001572
52.8,-85.408247,0.001259
56.8,-85.405007,0.000653
60.8,-85.406670,0.000775
64.9,-85.406193,0.000489
68.9,-85.404120,0.000950
73.0,-85.405033,0.001489
77.0,-85.407551,0.000176
81.1,-85.404722,0.001365
85.1,-85.403611,0.000919
89.2,-85.409792,0.002728
93.2,-85.412500,0.001814
97.2,-85.409595,0.000652
101.2,-85.405695,0.001335
105.2,-85.405024,0.000368
109.3,-85.405188,0.000378
113.3,-85.404713,0.000453
117.3,-85.405457,0.000643
121.4,-85.407151,0.000999
125.4,-85.406661,0.000585
129.5,-85.407548,0.000843
133.6,-85.407152,0.000730
137.6,-85.406400,0.000456
141.6,-85.408489,0.000808
145.7,-85.407872,0.000508
149.7,-85.406702,0.001189
153.8,-85.404527,0.000270
157.8,-85.407383,0.001568
161.8,-85.407148,0.001831
165.9,-85.405283,0.001112
169.9,-85.407718,0.000528
173.9,-85.407053,0.000649
178.0,-85.405427,0.000545
182.0,-85.406104,0.000902
186.0,-85.407228,0.000305
190.1,-85.407030,0.000853
194.1,-85.405779,0.000976
198.1,-85.405414,0.001443
202.2,-85.408224,0.000847
206.2,-85.406656,0.000489
210.2,-85.406169,0.000561
214.3,-85.404835,0.001052
218.3,-85.404405,0.000881
222.4,-85.406992,0.000375
226.4,-85.407030,0.000539
230.4,-85.404354,0.000848
234.4,-85.407798,0.000529
238.4,-85.408706,0.001472
242.5,-85.407216,0.001308
246.5,-85.406336,0.001501
250.5,-85.409434,0.001406
254.6,-85.405930,0.000555
258.6,-85.406500,0.000428
262.6,-85.407311,0.000972
266.6,-85.408307,0.000636
270.7,-85.407205,0.000505
274.7,-85.406564,0.000486
278.7,-85.406521,0.000505
282.7,-85.406329,0.000978
286.8,-85.406701,0.000783
290.8,-85.406902,0.000654
294.8,-85.406244,0.000702
298.8,-85.407313,0.000579
302.9,-85.405551,0.000411
306.9,-85.406621,0.000410
310.9,-85.406804,0.000951
315.0,-85.408913,0.001244
319.0,-85.408886,0.001388
323.2,-85.406339,0.000055
329.4,-85.406108,0.000196
333.4,-85.403893,0.000435
337.4,-85.405102,0.000598
341.5,-85.406876,0.000648
345.5,-85.407808,0.000476
349.5,-85.405466,0.000436
353.6,-85.408665,0.001665
357.6,-85.406475,0.000948
361.6,-85.407654,0.000366
365.7,-85.406096,0.000632
369.7,-85.406798,0.000727
373.8,-85.411432,0.001315
377.8,-85.410050,0.002523
381.8,-85.406403,0.000549
385.9,-85.408877,0.000971
389.9,-85.410287,0.000605
393.9,-85.410653,0.000615
398.0,-85.408210,0.000960
402.0,-85.405473,0.000547
406.1,-85.406704,0.000888
410.1,-85.404958,0.001383
414.1,-85.407615,0.001738
418.2,-85.407955,0.000354
422.2,-85.407233,0.000578
426.3,-85.406789,0.000179
430.4,-85.406367,0.000251
434.4,-85.405623,0.000309
438.4,-85.406158,0.000463
442.5,-85.406246,0.000466
446.5,-85.405711,0.000491
450.5,-85.405904,0.000517
454.6,-85.407555,0.000749
458.6,-85.407120,0.000777
462.6,-85.405598,0.000233
466.7,-85.404667,0.000414
470.7,-85.404087,0.000219
474.8,-85.406615,0.000931
478.8,-85.407380,0.000536
482.9,-85.408092,0.000540
486.9,-85.409241,0.000432
491.0,-85.408315,0.001584
495.0,-85.408929,0.001516
499.1,-85.411003,0.000908
503.1,-85.408263,0.000639
507.2,-85.405296,0.001417
511.2,-85.406035,0.000843
515.2,-85.406024,0.001404
519.3,-85.409929,0.001023
523.3,-85.407600,0.001247
527.3,-85.408217,0.000675
531.3,-85.405032,0.000537
535.4,-85.406097,0.000780
539.4,-85.406218,0.000344
543.4,-85.407266,0.000516
547.5,-85.406382,0.000726
551.5,-85.406750,0.000597
555.5,-85.406225,0.000738
559.6,-85.408295,0.000993
563.6,-85.406995,0.001202
567.7,-85.404858,0.000223
571.7,-85.405584,0.000364
575.7,-85.406824,0.000766
579.7,-85.407062,0.000907
583.7,-85.408029,0.000775
587.8,-85.407009,0.000948
591.8,-85.411282,0.001900
595.8,-85.410075,0.001243
599.8,-85.409902,0.001037
603.9,-85.407060,0.000437
607.9,-85.407754,0.000653
611.9,-85.406543,0.001032
615.9,-85.407075,0.001340
620.0,-85.413512,0.001770
624.0,-85.407945,0.002669
628.0,-85.408946,0.001852
632.0,-85.406197,0.001044
636.0,-85.405354,0.000838
640.1,-85.404469,0.000161
644.1,-85.405122,0.000231
648.1,-85.405812,0.000437
652.2,-85.405091,0.000649
656.2,-85.404572,0.000121
660.2,-85.405619,0.000199
664.3,-85.405120,0.000230
668.3,-85.404837,0.000293
672.4,-85.404368,0.000617
676.4,-85.406179,0.000323
680.4,-85.404242,0.000593
684.5,-85.403698,0.000044
688.5,-85.403728,0.000055
692.6,-85.405090,0.000982
696.7,-85.406512,0.000318
700.7,-85.405737,0.000892
705.1,-85.410858,0.001599
709.1,-85.407643,0.001834
713.1,-85.406069,0.000969
717.1,-85.407405,0.000642
721.2,-85.407984,0.000772
725.2,-85.409521,0.001233
729.2,-85.405244,0.000458
733.2,-85.406939,0.001100
737.3,-85.410882,0.001128
741.3,-85.412100,0.000927
745.4,-85.408796,0.000634
749.4,-85.407172,0.001027
753.5,-85.405487,0.000859
757.5,-85.406625,0.000824
761.6,-85.407107,0.000651
765.6,-85.406491,0.000615
769.6,-85.406347,0.000725
773.9,-85.406551,0.001371
778.0,-85.408196,0.000296
782.1,-85.406589,0.001400
786.1,-85.405390,0.000273
790.2,-85.404823,0.000695
794.2,-85.409159,0.000977
798.2,-85.405628,0.000447
802.2,-85.406826,0.000488
806.3,-85.405809,0.000586
810.4,-85.406725,0.000583
814.4,-85.405137,0.000306
818.4,-85.405855,0.000607
822.4,-85.406646,0.000969
826.4,-85.407304,0.000717
830.5,-85.407062,0.000892
834.5,-85.404252,0.000574
838.5,-85.406825,0.001140
842.6,-85.409080,0.000223
846.6,-85.406380,0.001160
850.6,-85.406065,0.000511
854.7,-85.406149,0.000713
858.7,-85.407484,0.000673
862.7,-85.408160,0.000539
866.8,-85.406629,0.001198
870.8,-85.407565,0.000837
874.9,-85.406495,0.000455
878.9,-85.405975,0.000656
882.9,-85.407261,0.000399
886.9,-85.406599,0.000957
891.0,-85.408120,0.000731
895.0,-85.406795,0.000646
899.1,-85.404817,0.000653
903.1,-85.404146,0.000190
907.1,-85.405428,0.000282
911.1,-85.404510,0.000528
