# Allan Deviation Measurement
# Start time: 2025-07-31 15:25:56
# SDR Type: USRPSDR, Gain: 60.0 dB, Freq: 1000.0 MHz, Samp Rate: 2.0 Msps
# Collected Data Points: 420311
# Integration Time (s), Allan Deviation
0.128, 0.013406935147941113
0.256, 0.009600401856005192
0.512, 0.00708052609115839
1.024, 0.004988620989024639
2.048, 0.0032437664922326803
4.096, 0.0023909984156489372
8.192, 0.0020249243825674057
16.384, 0.002180306939408183
32.768, 0.0037939613685011864
65.536, 0.007285194005817175
