timestamp,measured_power_dBm,standard_deviation
4.0,-0.686206,0.002833
8.1,-0.690810,0.002001
12.1,-0.697595,0.003007
16.1,-0.707288,0.001987
20.1,-0.709105,0.001661
24.1,-0.714229,0.002125
28.1,-0.721402,0.002353
32.1,-0.727849,0.001928
36.2,-0.732003,0.001968
40.2,-0.734363,0.001910
44.2,-0.736610,0.001536
48.3,-0.742341,0.001242
52.4,-0.745813,0.002139
56.4,-0.752302,0.001589
60.5,-0.756251,0.002166
64.5,-0.764142,0.002632
68.5,-0.773188,0.002261
72.5,-0.782276,0.003744
76.5,-0.793899,0.003674
80.6,-0.802033,0.002172
84.6,-0.808008,0.001911
88.6,-0.815565,0.002269
92.6,-0.820519,0.001176
96.7,-0.824591,0.001074
100.7,-0.827114,0.001284
104.7,-0.831667,0.000911
108.8,-0.834159,0.000820
112.8,-0.838651,0.002117
116.8,-0.845649,0.002115
120.8,-0.852943,0.002173
124.9,-0.857776,0.001406
128.9,-0.861799,0.001025
132.9,-0.862720,0.000723
137.0,-0.863719,0.000593
141.0,-0.864379,0.001035
145.0,-0.869868,0.002318
149.0,-0.875597,0.002249
153.0,-0.882936,0.002245
157.1,-0.887241,0.001219
161.1,-0.888592,0.001360
165.1,-0.891043,0.001490
169.1,-0.894196,0.001566
173.2,-0.897823,0.001258
177.2,-0.898012,0.001155
181.2,-0.901370,0.001308
185.2,-0.902933,0.001406
189.2,-0.906938,0.001462
193.3,-0.908829,0.001164
197.3,-0.910205,0.001078
201.3,-0.912314,0.001281
205.3,-0.916457,0.002044
209.3,-0.923244,0.002679
213.3,-0.927775,0.001729
217.4,-0.932205,0.002307
221.4,-0.936362,0.001376
225.4,-0.940031,0.001258
229.4,-0.941497,0.002144
233.5,-0.945994,0.001599
237.5,-0.947939,0.001573
241.6,-0.951314,0.001088
245.6,-0.951565,0.000943
249.6,-0.950105,0.002024
253.6,-0.947772,0.001441
257.7,-0.950910,0.001966
261.7,-0.955692,0.001531
265.7,-0.958114,0.001218
269.7,-0.958938,0.001187
273.8,-0.962590,0.001789
277.8,-0.967687,0.001372
281.8,-0.969305,0.001425
285.8,-0.974641,0.001815
289.8,-0.976841,0.001191
293.9,-0.977780,0.001084
298.0,-0.975772,0.000914
302.0,-0.977224,0.001123
306.0,-0.978580,0.001287
310.1,-0.983298,0.001903
314.1,-0.990579,0.002294
318.1,-0.996363,0.002082
322.1,-1.000982,0.001807
326.2,-1.003753,0.001362
330.2,-1.005242,0.001259
334.2,-1.008252,0.001853
338.2,-1.013720,0.001974
342.2,-1.018328,0.001527
346.3,-1.019613,0.001018
350.3,-1.022285,0.001333
354.3,-1.023751,0.000984
358.3,-1.026220,0.001367
362.3,-1.031371,0.002336
366.4,-1.036816,0.002280
370.4,-1.043688,0.001829
374.4,-1.046409,0.000978
378.4,-1.046479,0.000987
382.5,-1.047958,0.001036
386.5,-1.048786,0.001999
390.5,-1.049193,0.001332
394.5,-1.045595,0.001219
398.5,-1.048052,0.001840
402.5,-1.049683,0.001075
