# Allan Deviation Measurement
# Start time: 2025-07-25 14:57:41
# SDR Type: HACKRF, Gain: 60.0 dB, Freq: 1000.0 MHz, Samp Rate: 2.0 Msps
# Collected Data Points: 147585
# Integration Time (s), Allan Deviation
0.128, 0.14470264315605164
0.256, 0.20459134876728058
0.512, 0.2906630039215088
1.024, 0.4143334627151489
2.048, 0.5943279266357422
4.096, 0.8665315508842468
8.192, 1.30666184425354
16.384, 1.4462964534759521
32.768, 1.5306845903396606
