# Allan Deviation Measurement
# Start time: 2025-06-23 16:09:53
# SDR Type: RTLSDR, Gain: 40.0 dB, Freq: 1000.0 MHz, Samp Rate: 2.0 Msps
# Integration Time (s), Allan Deviation
0.1, 0.08191807568073273
0.15848931924611134, 0.08191807568073273
0.251188643150958, 0.11818109452724457
0.3981071705534973, 0.11453326791524887
0.6309573444801934, 0.11453326791524887
1.0, 0.08843249082565308
1.584893192461114, 0.06512833386659622
2.511886431509581, 0.06512833386659622
3.981071705534973, 0.047369785606861115
6.309573444801933, 0.033287413418293
10.0, 0.033287413418293
