# Allan Deviation Measurement
# Start time: 2025-06-23 16:06:55
# SDR Type: RTLSDR, Gain: 0.0 dB, Freq: 1000.0 MHz, Samp Rate: 2.0 Msps
# Integration Time (s), Allan Deviation
0.1, 0.039249520748853683
0.15848931924611134, 0.039249520748853683
0.251188643150958, 0.0569598563015461
0.3981071705534973, 0.04934615269303322
0.6309573444801934, 0.04934615269303322
1.0, 0.034732695668935776
1.584893192461114, 0.024581944569945335
2.511886431509581, 0.024581944569945335
3.981071705534973, 0.01754269003868103
6.309573444801933, 0.012419798411428928
10.0, 0.012419798411428928
