Set_Power_dBm,Mean_Measured_Power,Std_Dev_Measured_Power
-120.00,-82.39093399,0.50312549
-119.00,-82.80904643,0.57881106
-118.00,-82.91910892,0.62247469
-117.00,-82.50033993,0.56690187
-116.00,-82.77395503,0.57816111
-115.00,-82.68098874,0.50519173
-114.00,-82.85731803,0.55518634
-113.00,-82.95814641,0.58973795
-112.00,-82.90926743,0.49553558
-111.00,-82.73834907,0.52718443
-110.00,-82.61968189,0.55267781
-109.00,-82.88192187,0.42104148
-108.00,-82.78535673,0.39991506
-107.00,-82.83247672,0.47681359
-106.00,-82.78681988,0.54736953
-105.00,-82.93269645,0.70082019
-104.00,-82.76249780,0.56899190
-103.00,-82.99880939,0.69700289
-102.00,-82.73817571,0.55138722
-101.00,-82.92049493,0.47391546
-100.00,-82.91385354,0.55252609
-99.00,-82.93479241,0.57463431
-98.00,-82.82266838,0.47760925
-97.00,-82.82486545,0.51044096
-96.00,-82.87629149,0.58786238
-95.00,-82.82415814,0.44801410
-94.00,-83.15283839,0.63438479
-93.00,-82.86144426,0.34975632
-92.00,-82.89304649,0.55600986
-91.00,-82.89468511,0.46659855
-90.00,-82.94163174,0.42052184
-89.00,-82.87020704,0.35069437
-88.00,-82.97485012,0.44895026
-87.00,-82.70340856,0.42323531
-86.00,-82.99324120,0.40738301
-85.00,-82.83703401,0.47067133
-84.00,-82.77335103,0.54152563
-83.00,-82.88463508,0.45412972
-82.00,-82.96711731,0.60037646
-81.00,-82.83142250,0.38755068
-80.00,-82.84792285,0.44053553
-79.00,-82.80492104,0.55852310
-78.00,-82.85318756,0.63173727
-77.00,-83.03877640,0.64230457
-76.00,-82.95573934,0.58474511
-75.00,-82.86126285,0.49098152
-74.00,-82.70075311,0.43949831
-73.00,-82.78978602,0.47437419
-72.00,-83.00730048,0.49725850
-71.00,-82.54264450,0.59259325
-70.00,-82.65280593,0.46345399
-69.00,-82.83103307,0.63816283
-68.00,-82.79758877,0.69988941
-67.00,-82.28123050,0.39768613
-66.00,-82.30558777,0.58772491
-65.00,-82.21013811,0.70971145
-64.00,-82.03643248,0.52911552
-63.00,-81.99798118,0.55571210
-62.00,-81.54517873,0.49976486
-61.00,-81.34862920,0.73730036
-60.00,-80.99507056,0.60337077
-59.00,-80.20882458,0.40607981
-58.00,-79.92947091,0.52546058
-57.00,-79.25307507,0.60131905
-56.00,-78.67931451,0.42532271
-55.00,-77.45139737,0.50754185
-54.00,-76.71771283,0.41734554
-53.00,-75.91012446,0.35026863
-52.00,-75.04067485,0.37320932
-51.00,-74.03185738,0.23874964
-50.00,-72.97168986,0.25442166
-49.00,-71.92967746,0.24762331
-48.00,-70.88233312,0.11874754
-47.00,-69.93959427,0.18026636
-46.00,-68.86147859,0.11048870
-45.00,-67.74267112,0.10001867
-44.00,-66.80492359,0.11120764
-43.00,-65.81348207,0.10703911
-42.00,-64.86406453,0.11272437
-41.00,-63.69346873,0.07664756
-40.00,-62.74001694,0.07136951
-39.00,-61.79037963,0.07140054
-38.00,-60.79959318,0.04697210
-37.00,-59.75445302,0.04866701
-36.00,-58.76770125,0.04963808
-35.00,-57.74097523,0.04818006
-34.00,-56.74554761,0.04134411
-33.00,-55.71809366,0.03508659
-32.00,-54.75166257,0.02563059
-31.00,-53.70634948,0.02577257
-30.00,-52.73581515,0.02016224
-29.00,-51.91210853,0.01708181
-28.00,-50.94555728,0.01782382
-27.00,-49.92490323,0.01638115
-26.00,-48.95277617,0.01444650
-25.00,-47.94841321,0.00999887
-24.00,-46.97657924,0.01372702
-23.00,-45.94354650,0.22692728
-22.00,-44.93187834,0.01168641
-21.00,-43.91040399,0.00945478
-20.00,-43.09677251,0.27497020
-19.00,-41.87072172,0.01109289
-18.00,-40.90559408,0.00804216
-17.00,-39.88539184,0.00332544
-16.00,-38.91872406,0.00647342
-15.00,-37.90807703,0.00358723
-14.00,-36.94460636,0.00589929
-13.00,-35.86342854,0.00329434
-12.00,-34.89618577,0.00409755
-11.00,-33.88942252,0.00257341
-10.00,-32.92698606,0.00395105
-9.00,-31.87134478,0.00295342
-8.00,-30.90748543,0.00438929
-7.00,-29.85344834,0.00337433
-6.00,-28.89188947,0.00286221
-5.00,-27.74544165,0.00199173
-4.00,-26.78373226,0.00250848
-3.00,-25.84863599,0.00294518
-2.00,-24.89343463,0.00243089
-1.00,-23.79742834,0.00254026
0.00,-22.84595066,0.00262871
