Set_Power_dBm,Mean_Measured_Power,Std_Dev_Measured_Power
-120.00,-117.76996693,0.31000153
-119.00,-117.45427061,0.18426598
-118.00,-117.59558346,0.17640611
-117.00,-117.45112114,0.16536805
-116.00,-117.33227310,0.19564634
-115.00,-117.52157472,0.21420612
-114.00,-117.54752952,0.22596505
-113.00,-117.53070704,0.19701368
-112.00,-117.52154965,0.15409741
-111.00,-117.52965461,0.14749961
-110.00,-117.47800807,0.30030100
-109.00,-117.42269897,0.19261887
-108.00,-117.36856360,0.24144535
-107.00,-117.44957199,0.25922642
-106.00,-117.42570267,0.22509588
-105.00,-117.25579987,0.23407415
-104.00,-117.19798152,0.30165515
-103.00,-117.17058162,0.25218610
-102.00,-117.15913349,0.22929291
-101.00,-116.94865672,0.30994329
-100.00,-116.91759830,0.27730972
-99.00,-116.75168529,0.32346152
-98.00,-116.58409805,0.30936080
-97.00,-116.50473906,0.29378460
-96.00,-116.19748447,0.30423587
-95.00,-115.70394697,0.27215468
-94.00,-115.30348549,0.40620001
-93.00,-114.93431051,0.33194267
-92.00,-114.35686493,0.30046926
-91.00,-114.02992744,0.41778107
-90.00,-112.97058708,0.36669008
-89.00,-112.46168879,0.40073937
-88.00,-111.56547470,0.29011512
-87.00,-110.71163740,0.22992928
-86.00,-109.98844261,0.25546062
-85.00,-108.94284017,0.22546848
-84.00,-107.91179428,0.28161265
-83.00,-107.03985435,0.20800133
-82.00,-105.98917885,0.19423096
-81.00,-104.86061618,0.16241239
-80.00,-103.86759834,0.10532399
-79.00,-102.97033812,0.12521244
-78.00,-102.00895129,0.16338253
-77.00,-101.01186485,0.09947231
-76.00,-100.05019493,0.08223292
-75.00,-98.89731483,0.07329553
-74.00,-97.91437912,0.05820914
-73.00,-97.02963295,0.06359888
-72.00,-96.03955612,0.07200107
-71.00,-94.91088988,0.04562532
-70.00,-93.95413369,0.05114692
-69.00,-93.21012798,0.13096071
-68.00,-91.93885193,0.04759866
-67.00,-90.91691268,0.03536247
-66.00,-90.38924488,0.06358410
-65.00,-88.92788335,0.02664056
-64.00,-87.98893661,0.02143631
-63.00,-86.71581549,0.03536837
-62.00,-85.96943343,0.01503700
-61.00,-84.94770012,0.01714013
-60.00,-84.40036011,0.05231167
-59.00,-82.93425992,0.01324512
-58.00,-81.96697958,0.01393411
-57.00,-81.41197433,0.06744882
-56.00,-79.98231988,0.01033333
-55.00,-78.96643588,0.00725077
-54.00,-78.37718120,0.05452347
-53.00,-76.94157490,0.00768803
-52.00,-75.97712135,0.00673465
-51.00,-75.40901985,0.06131936
-50.00,-73.99616322,0.00501778
-49.00,-72.94591081,0.00350887
-48.00,-72.39036279,0.04644357
-47.00,-70.92673252,0.00442060
-46.00,-69.96070059,0.00316621
-45.00,-68.79220276,0.00370755
-44.00,-67.82738991,0.00345158
-43.00,-66.90833965,0.00224658
-42.00,-65.94464955,0.00343476
-41.00,-64.77462688,0.00392601
-40.00,-63.81004273,0.00205490
-39.00,-62.98857920,0.04184425
-38.00,-61.72139579,0.05680239
-37.00,-60.82813034,0.00337731
-36.00,-60.11459236,0.09001931
-35.00,-59.59683533,0.12355334
-34.00,-59.39048627,0.15105275
-33.00,-59.11001968,0.11177953
-32.00,-59.00979353,0.13612420
-31.00,-58.78868484,0.12322160
-30.00,-58.67800241,0.09874504
-29.00,-58.49476136,0.08850295
-28.00,-58.35980712,0.06241658
-27.00,-58.35270109,0.07962171
-26.00,-58.27269926,0.09496072
-25.00,-58.17437563,0.05789798
-24.00,-58.17144936,0.07883717
-23.00,-58.14087772,0.05691396
-22.00,-58.13179080,0.06634213
-21.00,-58.12153846,0.06003801
-20.00,-58.10201242,0.06111317
-19.00,-58.12215720,0.06152348
-18.00,-58.09427623,0.07194398
-17.00,-58.03626760,0.06601188
-16.00,-58.02945518,0.07099964
-15.00,-57.95837924,0.13109725
-14.00,-57.96100977,0.10520527
-13.00,-57.97475772,0.07380901
-12.00,-57.90871175,0.06822061
-11.00,-57.89563094,0.12088152
-10.00,-57.88275337,0.13865718
-9.00,-57.87670174,0.09179789
-8.00,-57.85518665,0.11329719
-7.00,-57.85820409,0.09833510
-6.00,-57.83759460,0.10821171
-5.00,-57.87960186,0.10944410
-4.00,-57.84457458,0.13748554
-3.00,-57.86659783,0.13615413
-2.00,-57.88098992,0.11382592
-1.00,-57.89322217,0.12386833
0.00,-57.85087505,0.10313514
