Set_Power_dBm,Mean_Measured_Power,Std_Dev_Measured_Power
-120.00,-91.85293367,0.52691518
-119.00,-91.78799905,0.42536576
-118.00,-91.93249427,0.54665078
-117.00,-91.79994965,0.44365892
-116.00,-91.89306282,0.30132319
-115.00,-92.08031464,0.45647465
-114.00,-92.09327994,0.52673727
-113.00,-91.82776769,0.42222640
-112.00,-91.88807424,0.38985851
-111.00,-92.07964537,0.55113545
-110.00,-92.03411823,0.48643968
-109.00,-92.26199002,0.32126434
-108.00,-92.17458640,0.63253127
-107.00,-92.06731415,0.60881432
-106.00,-92.25335524,0.51230831
-105.00,-92.09422387,0.36452156
-104.00,-92.01877297,0.58094249
-103.00,-92.24649048,0.45848776
-102.00,-92.29016203,0.45968053
-101.00,-92.38824336,0.59040522
-100.00,-92.18478733,0.45129862
-99.00,-92.46223534,0.66510147
-98.00,-92.19649305,0.32495050
-97.00,-92.15318129,0.41371274
-96.00,-92.19420242,0.62171583
-95.00,-92.19456058,0.43877481
-94.00,-92.54377111,0.44732688
-93.00,-92.14876217,0.47264770
-92.00,-92.37040032,0.65207103
-91.00,-92.24588479,0.56964020
-90.00,-92.37721422,0.44391932
-89.00,-92.34115685,0.49773373
-88.00,-92.03554747,0.41381501
-87.00,-92.31258647,0.39008142
-86.00,-92.15393660,0.65500157
-85.00,-92.02424240,0.42526177
-84.00,-92.10297394,0.54479396
-83.00,-92.08665933,0.48146711
-82.00,-92.40351015,0.55455491
-81.00,-92.20674727,0.70695108
-80.00,-92.24504768,0.43902142
-79.00,-92.03351254,0.58643088
-78.00,-92.11394458,0.52186066
-77.00,-91.93786621,0.67110289
-76.00,-91.89549594,0.43884406
-75.00,-91.77313402,0.57742306
-74.00,-91.88711717,0.39653201
-73.00,-91.48960580,0.58914739
-72.00,-91.31351174,0.49633676
-71.00,-90.90530650,0.59862268
-70.00,-90.70338906,0.59329212
-69.00,-90.10113017,0.67095400
-68.00,-89.93823073,0.65089121
-67.00,-89.33903631,0.62956157
-66.00,-88.88155195,0.56343748
-65.00,-88.03430133,0.43027577
-64.00,-87.16172324,0.42385026
-63.00,-86.29900996,0.50680312
-62.00,-85.38843494,0.35740099
-61.00,-84.34159215,0.43488502
-60.00,-83.38702393,0.34402257
-59.00,-82.31539493,0.29921023
-58.00,-81.41696040,0.34316554
-57.00,-80.33721839,0.18318940
-56.00,-79.36176639,0.22818216
-55.00,-78.28619554,0.15256362
-54.00,-77.38394462,0.16654521
-53.00,-76.32060825,0.15386963
-52.00,-75.40236706,0.09130298
-51.00,-74.32305908,0.09466116
-50.00,-73.37972005,0.08792028
-49.00,-72.35645676,0.07041198
-48.00,-71.39858754,0.05745995
-47.00,-70.32128440,0.05755054
-46.00,-69.38074917,0.05847587
-45.00,-68.17485368,0.05931399
-44.00,-67.21417914,0.04459202
-43.00,-66.31421068,0.03263053
-42.00,-65.34263611,0.03413631
-41.00,-64.15099038,0.02709246
-40.00,-63.19302940,0.04098472
-39.00,-62.24834993,0.02362586
-38.00,-61.28944694,0.02540244
-37.00,-60.21227773,0.01850751
-36.00,-59.24927200,0.02250013
-35.00,-58.20407928,0.01698935
-34.00,-57.22115114,0.01445684
-33.00,-55.92125240,0.29831085
-32.00,-55.22081651,0.01313071
-31.00,-54.16676627,0.01077039
-30.00,-53.35788875,0.02598901
-29.00,-52.37699699,0.00846419
-28.00,-51.41314104,0.00626160
-27.00,-50.39407412,0.00780473
-26.00,-49.42699114,0.00828886
-25.00,-48.41207314,0.00587124
-24.00,-47.44430602,0.00474138
-23.00,-46.35921478,0.00454608
-22.00,-45.39411103,0.00309325
-21.00,-44.38342518,0.00467632
-20.00,-43.41755496,0.00444471
-19.00,-42.34933954,0.00433555
-18.00,-41.37949626,0.00288550
-17.00,-40.35535571,0.00345248
-16.00,-39.39067841,0.00277116
-15.00,-38.37739139,0.00305837
-14.00,-37.41174517,0.00217003
-13.00,-36.33409733,0.00244669
-12.00,-35.36945301,0.00474723
-11.00,-34.36082437,0.00216761
-10.00,-33.39322048,0.00184702
-9.00,-32.33706623,0.00228203
-8.00,-31.37192790,0.00219238
-7.00,-30.32190524,0.00226391
-6.00,-29.35890622,0.00249072
-5.00,-28.20710172,0.00193612
-4.00,-27.24720001,0.00170472
-3.00,-26.31110001,0.00179266
-2.00,-25.35072973,0.00140729
-1.00,-24.25178125,0.00226785
0.00,-23.29861705,0.00235527
