Set_Power_dBm,Mean_Measured_Power,Std_Dev_Measured_Power
-120.00,-99.88060633,0.59095680
-119.00,-99.63625590,0.38140823
-118.00,-99.64043596,0.36691959
-117.00,-99.61926821,0.30178097
-116.00,-99.81183794,0.37479156
-115.00,-99.69280455,0.41405577
-114.00,-99.73403846,0.36376434
-113.00,-99.75353156,0.26772322
-112.00,-99.57415432,0.45905961
-111.00,-99.85096020,0.47009239
-110.00,-99.80854842,0.35096551
-109.00,-99.75626840,0.39744174
-108.00,-99.80964152,0.33512085
-107.00,-99.73742379,0.34174260
-106.00,-99.70714400,0.36505563
-105.00,-99.86248980,0.41561653
-104.00,-99.82211643,0.35215433
-103.00,-99.95883179,0.50998332
-102.00,-99.77064873,0.39131764
-101.00,-99.96535746,0.45357480
-100.00,-99.77187771,0.33235968
-99.00,-99.72131390,0.39607485
-98.00,-99.88305215,0.41077153
-97.00,-99.75527234,0.37959536
-96.00,-99.73586019,0.31246919
-95.00,-99.83913601,0.45392847
-94.00,-100.02045865,0.42581322
-93.00,-99.80849245,0.35197262
-92.00,-99.81473329,0.44299054
-91.00,-99.61558533,0.40697804
-90.00,-99.75161574,0.42541673
-89.00,-99.63981459,0.26991704
-88.00,-99.59922621,0.45104106
-87.00,-99.64964252,0.47580597
-86.00,-99.54398431,0.38982281
-85.00,-99.45481915,0.37932678
-84.00,-99.23997964,0.30463811
-83.00,-99.21865463,0.34822858
-82.00,-99.23874071,0.55615945
-81.00,-98.80945248,0.38791992
-80.00,-99.01951175,0.54160126
-79.00,-98.40847524,0.65095642
-78.00,-98.19820616,0.43248380
-77.00,-97.93770048,0.57157254
-76.00,-97.53522732,0.57032413
-75.00,-96.65780470,0.51709289
-74.00,-96.10099496,0.40099058
-73.00,-95.82181464,0.56185024
-72.00,-95.29306454,0.39132552
-71.00,-93.92457453,0.44101467
-70.00,-93.17978711,0.25290932
-69.00,-92.11928728,0.36488950
-68.00,-91.12511275,0.34078529
-67.00,-90.12314012,0.29615707
-66.00,-89.17532052,0.23736892
-65.00,-88.30629434,0.24665631
-64.00,-87.26580938,0.27106958
-63.00,-86.11602995,0.18985301
-62.00,-85.27024968,0.18134959
-61.00,-84.17096541,0.15382833
-60.00,-83.24502436,0.11887055
-59.00,-82.17953933,0.09787813
-58.00,-81.22635227,0.11247906
-57.00,-80.19046317,0.10113863
-56.00,-79.24546814,0.09150075
-55.00,-78.20171017,0.08249476
-54.00,-77.23483357,0.06947515
-53.00,-76.19201660,0.04660337
-52.00,-75.20579274,0.04237639
-51.00,-74.19316779,0.05325368
-50.00,-73.23782010,0.04766452
-49.00,-72.16271803,0.03638572
-48.00,-71.21180301,0.03627215
-47.00,-70.16321945,0.02853000
-46.00,-69.20520782,0.02078182
-45.00,-68.04626211,0.02359460
-44.00,-67.06472270,0.02181972
-43.00,-66.47893270,0.05476594
-42.00,-65.17459548,0.02157644
-41.00,-64.00799349,0.01386363
-40.00,-63.46240022,0.05640356
-39.00,-62.10663866,0.01244606
-38.00,-61.13947529,0.01090090
-37.00,-60.44321505,0.04545473
-36.00,-59.08809831,0.00833000
-35.00,-58.03882057,0.00854998
-34.00,-56.84311867,0.02647150
-33.00,-56.03553348,0.00571115
-32.00,-55.06785122,0.00610829
-31.00,-54.43245104,0.05038646
-30.00,-53.05761867,0.00423312
-29.00,-52.22978062,0.00358677
-28.00,-51.26343324,0.00463723
-27.00,-50.23979611,0.00327356
-26.00,-49.27444034,0.00328827
-25.00,-48.26048576,0.00385420
-24.00,-47.29391458,0.00305531
-23.00,-46.20922385,0.00268309
-22.00,-45.24342113,0.00276467
-21.00,-44.23195373,0.00278116
-20.00,-43.26598539,0.00285142
-19.00,-42.19227399,0.00299484
-18.00,-41.22480674,0.00174984
-17.00,-40.20186488,0.00199376
-16.00,-39.23646439,0.00174791
-15.00,-38.22522079,0.00210620
-14.00,-37.26037916,0.00130987
-13.00,-36.18081771,0.00202705
-12.00,-35.21534408,0.00132793
-11.00,-34.21225654,0.00259757
-10.00,-33.24792396,0.00171046
-9.00,-31.97194025,0.02999989
-8.00,-30.84477170,0.05255428
-7.00,-30.18978066,0.00302067
-6.00,-29.70117240,0.11380524
-5.00,-29.49857945,0.10759403
-4.00,-29.23677858,0.09161334
-3.00,-29.06397544,0.12914582
-2.00,-28.80432871,0.09368792
-1.00,-28.64079306,0.09448105
0.00,-28.56647788,0.07961566
