# Allan Deviation Measurement
# Start time: 2025-07-01 13:15:11
# SDR Type: USRPSDR, Gain: 10.0 dB, Freq: 1000.0 MHz, Samp Rate: 2.0 Msps
# Collected Data Points: 420225
# Integration Time (s), Allan Deviation
0.128, 0.03500175103545189
0.256, 0.025249680504202843
0.512, 0.018768245354294777
1.024, 0.013707571662962437
2.048, 0.009051368571817875
4.096, 0.007490322459489107
8.192, 0.006923377048224211
16.384, 0.0077607519924640656
32.768, 0.005261552520096302
65.536, 0.005489617586135864
