timestamp,measured_power_dBm,standard_deviation
4.0,-63.180225,0.078973
8.1,-63.171080,0.034764
12.1,-63.232532,0.038607
16.1,-63.234694,0.018605
20.2,-63.219699,0.031028
24.2,-63.226780,0.031857
28.3,-63.206799,0.022896
32.3,-63.230750,0.020673
36.3,-63.167415,0.025278
40.4,-63.300662,0.040134
44.4,-63.203894,0.044634
48.4,-63.241523,0.042959
52.4,-63.262509,0.040325
56.5,-63.195086,0.020996
60.5,-63.284654,0.024967
64.6,-63.309222,0.035262
68.6,-63.223353,0.021727
72.7,-63.235222,0.024409
76.7,-63.264003,0.046524
80.7,-63.182886,0.018861
84.8,-63.273387,0.035776
88.8,-63.250831,0.034032
92.9,-63.122901,0.034223
96.9,-63.195246,0.029070
100.9,-63.229031,0.039902
104.9,-63.212021,0.054730
109.0,-63.265348,0.035994
113.0,-63.221057,0.072845
117.1,-63.228190,0.047759
121.1,-63.247776,0.023628
125.1,-63.287349,0.029047
129.2,-63.257786,0.019786
133.2,-63.270589,0.030412
137.2,-63.254420,0.034492
141.2,-63.234129,0.076705
145.2,-63.216450,0.037996
149.3,-63.209682,0.021807
153.3,-63.279093,0.050023
157.4,-63.245710,0.034010
161.4,-63.302894,0.015624
165.4,-63.260468,0.050341
169.4,-63.237984,0.048880
173.4,-63.217756,0.029645
177.5,-63.222436,0.022688
181.5,-63.216013,0.026888
185.5,-63.274871,0.023343
189.5,-63.263440,0.017605
193.5,-63.256766,0.028024
197.5,-63.280921,0.058267
201.5,-63.224834,0.037525
205.5,-63.217591,0.046719
209.6,-63.169608,0.026164
213.6,-63.171404,0.032134
217.6,-63.233653,0.054248
221.6,-63.253375,0.037684
225.7,-63.267721,0.052505
229.7,-63.210729,0.041927
233.7,-63.223973,0.050089
237.8,-63.226306,0.029324
241.8,-63.245894,0.031325
245.8,-63.225401,0.027400
249.9,-63.218001,0.019929
253.9,-63.222906,0.032209
258.0,-63.172897,0.031509
262.0,-63.207539,0.017558
266.1,-63.227259,0.018392
270.1,-63.251454,0.027999
274.1,-63.260981,0.021714
278.2,-63.278498,0.019093
282.2,-63.271815,0.034474
286.2,-63.224893,0.032426
290.2,-63.203879,0.041477
294.2,-63.258565,0.038302
298.3,-63.239227,0.041335
302.3,-63.231944,0.060977
306.3,-63.219485,0.064521
310.4,-63.209387,0.058984
314.4,-63.225862,0.048161
318.5,-63.216646,0.025397
322.5,-63.290074,0.015125
326.5,-63.234966,0.022558
330.5,-63.222200,0.021552
334.6,-63.206450,0.025694
338.6,-63.149827,0.035059
342.6,-63.171314,0.019485
346.7,-63.216111,0.022343
350.7,-63.240965,0.014624
354.7,-63.211023,0.028318
358.7,-63.197281,0.024650
362.8,-63.166479,0.027083
366.8,-63.215868,0.025678
370.8,-63.280395,0.029088
374.8,-63.212502,0.034247
378.9,-63.290868,0.025126
382.9,-63.250032,0.037932
386.9,-63.269750,0.023016
390.9,-63.150611,0.043511
395.0,-63.287403,0.053167
399.0,-63.226420,0.031263
403.0,-63.251430,0.020786
407.1,-63.262020,0.026858
411.1,-63.270451,0.045798
415.2,-63.267708,0.037756
419.2,-63.200274,0.035608
423.2,-63.204782,0.054718
427.2,-63.268705,0.023224
431.3,-63.191326,0.027827
435.3,-63.268151,0.050725
439.3,-63.264033,0.030091
443.3,-63.241846,0.022505
447.3,-63.248164,0.028179
451.4,-63.231299,0.034829
455.4,-63.229725,0.023858
459.4,-63.225111,0.014018
463.4,-63.215489,0.024185
467.4,-63.272796,0.033344
471.4,-63.263389,0.045400
475.5,-63.196278,0.037999
479.5,-63.206571,0.033350
483.5,-63.217964,0.049253
487.6,-63.186489,0.064386
491.6,-63.206096,0.025085
495.6,-63.229650,0.034389
499.6,-63.266198,0.025530
503.6,-63.289639,0.046115
507.7,-63.219662,0.043925
511.7,-63.232383,0.023947
515.7,-63.282172,0.037725
519.7,-63.211580,0.060257
523.8,-63.237366,0.029929
527.8,-63.222430,0.017728
531.8,-63.196825,0.032902
535.9,-63.213865,0.027161
539.9,-63.278569,0.018091
543.9,-63.242258,0.022401
548.0,-63.234044,0.042784
552.1,-63.215297,0.028251
556.1,-63.265180,0.014276
560.1,-63.264111,0.016289
564.2,-63.227537,0.030965
568.2,-63.278131,0.035720
572.3,-63.177956,0.020878
576.3,-63.203946,0.025944
580.3,-63.258166,0.023964
584.3,-63.244881,0.025430
588.4,-63.279317,0.028435
592.4,-63.235443,0.025652
596.4,-63.249730,0.013571
600.4,-63.265035,0.031628
604.5,-63.243704,0.050385
608.5,-63.153674,0.034727
612.5,-63.260763,0.028404
616.5,-63.188250,0.019951
620.5,-63.216500,0.021153
624.6,-63.239198,0.036597
628.6,-63.156277,0.035031
632.6,-63.274455,0.043706
636.6,-63.281265,0.014559
640.6,-63.312323,0.029296
644.7,-63.260908,0.023516
648.7,-63.123894,0.036313
652.8,-63.208626,0.061653
656.8,-63.306776,0.027808
660.8,-63.259303,0.022382
664.8,-63.182471,0.023842
668.9,-63.241129,0.059893
672.9,-63.217736,0.047829
676.9,-63.202432,0.018216
680.9,-63.283254,0.039796
685.0,-63.198245,0.018969
689.0,-63.177508,0.034087
693.0,-63.217104,0.047847
697.0,-63.219154,0.037222
701.1,-63.277707,0.039792
705.1,-63.219470,0.022442
709.2,-63.278810,0.025908
713.2,-63.268221,0.036530
717.2,-63.267256,0.021367
721.3,-63.240716,0.048069
725.3,-63.324963,0.014152
729.3,-63.197775,0.032482
733.3,-63.234974,0.038001
737.3,-63.183876,0.016911
741.3,-63.213894,0.034285
745.3,-63.292196,0.037045
749.4,-63.182157,0.027888
753.4,-63.196033,0.043155
757.4,-63.196389,0.076659
761.5,-63.218342,0.023997
765.5,-63.228076,0.023661
769.5,-63.290497,0.015339
773.6,-63.227112,0.027282
777.6,-63.198273,0.054879
781.6,-63.199357,0.035121
785.6,-63.215379,0.020890
789.6,-63.255770,0.033616
793.6,-63.307298,0.029583
797.7,-63.259030,0.018118
801.8,-63.206216,0.034925
805.8,-63.260938,0.015818
809.9,-63.257855,0.031100
813.9,-63.124787,0.036885
817.9,-63.251311,0.033146
821.9,-63.257211,0.029353
826.0,-63.275451,0.014395
830.0,-63.186746,0.033067
834.0,-63.276116,0.027613
838.0,-63.243396,0.018915
842.0,-63.257930,0.021500
846.1,-63.253271,0.019737
850.1,-63.258246,0.050867
854.1,-63.194802,0.031501
858.1,-63.246719,0.048964
862.2,-63.239574,0.031196
866.2,-63.187915,0.024284
870.2,-63.216350,0.019727
874.2,-63.259424,0.027143
878.2,-63.273851,0.043941
882.3,-63.242767,0.060575
886.3,-63.277335,0.027609
890.3,-63.251088,0.030200
894.3,-63.223960,0.038014
898.4,-63.231450,0.026971
902.4,-63.272647,0.029831
906.4,-63.256266,0.040932
910.5,-63.251153,0.022890
914.5,-63.267046,0.019543
918.5,-63.243818,0.019912
922.6,-63.215424,0.019117
926.6,-63.148292,0.021639
930.6,-63.238670,0.033596
934.6,-63.194334,0.034566
938.7,-63.259566,0.028285
942.7,-63.162986,0.019453
946.7,-63.245103,0.040020
950.8,-63.291333,0.033002
954.8,-63.279480,0.038177
958.8,-63.229580,0.044891
962.9,-63.340629,0.039573
966.9,-63.265856,0.025400
970.9,-63.244762,0.033428
974.9,-63.261598,0.071013
979.0,-63.267906,0.038472
983.0,-63.229465,0.037042
987.0,-63.264158,0.036574
991.0,-63.282312,0.019341
995.0,-63.277172,0.032623
999.1,-63.286789,0.040451
1003.1,-63.209240,0.040493
1007.1,-63.259004,0.014802
1011.1,-63.224649,0.037893
1015.4,-63.262161,0.020891
1019.4,-63.203489,0.015313
1023.5,-63.146083,0.025634
1027.5,-63.253297,0.050926
1031.5,-63.294772,0.019047
1035.5,-63.301085,0.019198
1039.6,-63.274729,0.036556
1043.6,-63.315417,0.016767
1047.6,-63.341643,0.040281
1051.7,-63.201323,0.018778
1055.7,-63.202424,0.036332
1059.7,-63.249646,0.027795
1063.7,-63.226248,0.019877
1067.8,-63.158444,0.026016
1071.8,-63.240007,0.032466
1075.8,-63.276049,0.018445
1079.8,-63.289675,0.033746
1083.9,-63.273855,0.020453
1087.9,-63.253655,0.016489
1091.9,-63.269305,0.039003
1096.0,-63.286402,0.030121
1100.0,-63.298124,0.057434
1104.0,-63.288144,0.029925
1108.1,-63.235936,0.062788
1112.1,-63.185581,0.019155
1116.1,-63.253691,0.026509
1120.1,-63.244023,0.018847
1124.2,-63.188025,0.029400
1128.2,-63.281923,0.025240
1132.2,-63.289432,0.035802
1136.3,-63.260551,0.027903
1140.3,-63.292016,0.028798
1144.3,-63.284186,0.022022
1148.4,-63.275205,0.041564
1152.4,-63.210602,0.029444
1156.4,-63.237058,0.046680
1160.4,-63.218672,0.059801
1164.4,-63.271364,0.027435
1168.5,-63.274109,0.020481
1172.5,-63.218575,0.036263
1176.5,-63.227452,0.031260
1180.5,-63.265272,0.029879
1184.6,-63.223748,0.038412
1188.6,-63.205625,0.031132
1192.7,-63.316004,0.033678
1196.7,-63.257364,0.016134
1200.7,-63.251059,0.024579
1204.8,-63.249294,0.024165
1208.8,-63.254360,0.028950
1212.8,-63.236439,0.055085
1216.8,-63.294487,0.041100
1220.9,-63.265324,0.054244
1224.9,-63.179605,0.065914
1229.0,-63.264564,0.024363
1233.0,-63.264602,0.025175
