timestamp,measured_power_dBm,standard_deviation
4.1,-63.488112,0.002483
8.1,-63.488418,0.004098
12.1,-63.488863,0.002468
16.1,-63.491517,0.003297
20.2,-63.490946,0.002411
24.2,-63.488652,0.003029
28.2,-63.491209,0.003234
32.3,-63.490470,0.002783
36.3,-63.488762,0.001579
40.3,-63.487582,0.002226
44.4,-63.486332,0.003553
48.4,-63.486723,0.002575
52.4,-63.491405,0.002038
56.4,-63.487698,0.003452
60.4,-63.492129,0.003720
64.4,-63.489639,0.001755
68.5,-63.488813,0.002093
72.5,-63.488020,0.001992
76.5,-63.491316,0.004040
80.5,-63.487319,0.001658
84.5,-63.486815,0.001714
88.5,-63.488916,0.002142
92.5,-63.488467,0.002065
96.6,-63.488786,0.002310
100.6,-63.491146,0.002817
104.6,-63.490919,0.003221
108.7,-63.489239,0.001533
112.7,-63.487221,0.002363
116.7,-63.490963,0.002557
120.8,-63.487955,0.003029
124.8,-63.486438,0.001999
128.8,-63.490853,0.003016
132.8,-63.488180,0.002522
136.8,-63.488188,0.002522
140.8,-63.488447,0.003417
144.9,-63.489570,0.002025
148.9,-63.490392,0.002012
153.0,-63.489024,0.001243
157.0,-63.489181,0.001442
161.0,-63.489772,0.002259
165.0,-63.489332,0.003424
169.0,-63.491109,0.002763
173.0,-63.490093,0.002142
177.1,-63.491250,0.001917
181.1,-63.490089,0.001704
185.1,-63.486976,0.001361
189.1,-63.488192,0.001867
193.1,-63.490976,0.002784
197.1,-63.485362,0.002289
201.1,-63.491179,0.002849
205.1,-63.487906,0.001664
209.1,-63.490030,0.001984
213.1,-63.487064,0.000962
217.1,-63.491233,0.003726
221.1,-63.491017,0.002016
225.2,-63.487614,0.002418
229.2,-63.491174,0.002300
233.2,-63.488938,0.001600
237.2,-63.488820,0.001266
241.2,-63.488927,0.001874
245.3,-63.486827,0.002355
249.3,-63.490558,0.002891
253.3,-63.486849,0.001933
257.4,-63.487598,0.002331
261.4,-63.486623,0.003218
265.5,-63.492184,0.003976
269.5,-63.490830,0.002699
273.5,-63.486288,0.002032
277.6,-63.488059,0.004382
281.6,-63.486373,0.002337
285.6,-63.487832,0.002733
289.6,-63.490292,0.002535
293.7,-63.491522,0.003841
297.7,-63.490025,0.003524
301.7,-63.490668,0.002445
305.7,-63.487799,0.002411
309.8,-63.488763,0.002275
313.8,-63.487486,0.001757
317.8,-63.487008,0.003082
321.8,-63.490524,0.003032
325.9,-63.487259,0.002834
329.9,-63.489859,0.002409
333.9,-63.488576,0.003866
337.9,-63.486718,0.002590
341.9,-63.486689,0.003144
345.9,-63.490639,0.002536
