Set_Power_dBm,Mean_Measured_Power,Std_Dev_Measured_Power
-120.00,-208.71608734,5.76597911
-119.00,-207.94985708,6.20663874
-118.00,-209.55252669,7.21310902
-117.00,-207.40754191,8.91075300
-116.00,-208.88490126,5.57183376
-115.00,-204.96920183,8.90205715
-114.00,-208.71867625,9.38360096
-113.00,-209.27428032,6.13556208
-112.00,-208.08489482,5.82054919
-111.00,-207.62775336,6.82871696
-110.00,-206.97035217,7.24532664
-109.00,-208.28907148,5.98537052
-108.00,-208.94412571,7.02602708
-107.00,-207.21191745,7.33193250
-106.00,-209.31813134,7.33496710
-105.00,-208.33923933,6.26719334
-104.00,-203.98619419,8.55479896
-103.00,-208.97325982,7.56530899
-102.00,-206.84678311,8.52544376
-101.00,-208.65840418,5.04248947
-100.00,-208.15324571,6.16388194
-99.00,-208.22500017,5.05994397
-98.00,-206.35621474,6.08697651
-97.00,-209.07939657,8.15311631
-96.00,-210.48285760,6.27470112
-95.00,-205.77481672,8.08877895
-94.00,-208.35686069,5.67212715
-93.00,-206.91474236,7.84041710
-92.00,-205.94705709,7.05521625
-91.00,-206.35270521,7.34233758
-90.00,-206.95407783,5.54764864
-89.00,-205.07493083,6.24603766
-88.00,-204.83430571,6.62148055
-87.00,-204.82621341,5.55422598
-86.00,-203.67040846,7.77852885
-85.00,-204.17082808,6.21094849
-84.00,-200.03318532,6.92698837
-83.00,-200.95728980,6.84785928
-82.00,-198.51957523,8.83070725
-81.00,-196.75114356,7.55758634
-80.00,-193.78049384,6.33078902
-79.00,-185.77388085,6.41647677
-78.00,-178.87336731,6.52748842
-77.00,-173.06633714,7.22460352
-76.00,-168.31255510,4.33887102
-75.00,-159.61597273,4.99645216
-74.00,-150.38485887,5.86273980
-73.00,-140.10856120,4.13684292
-72.00,-128.36864768,6.67017361
-71.00,-115.94400279,4.94103708
-70.00,-103.12526972,4.19736400
-69.00,-93.17391205,2.73743223
-68.00,-84.35682140,2.33193449
-67.00,-79.02330526,2.13867802
-66.00,-75.06275007,1.20938986
-65.00,-71.61742825,0.62005110
-64.00,-69.87472831,0.35251220
-63.00,-68.76656342,0.19592281
-62.00,-67.74138641,0.11016551
-61.00,-66.65291256,0.06422224
-60.00,-65.66749403,0.08735955
-59.00,-64.72784932,0.05798840
-58.00,-63.79328452,0.06841838
-57.00,-62.80874591,0.05673276
-56.00,-61.85713132,0.04706639
-55.00,-60.75853157,0.05606185
-54.00,-59.79719120,0.05755613
-53.00,-58.87092929,0.04126351
-52.00,-57.91123087,0.03739059
-51.00,-56.78715156,0.03585559
-50.00,-55.80643082,0.03350860
-49.00,-54.86533546,0.03063121
-48.00,-53.89721934,0.01827088
-47.00,-52.89861141,0.01733411
-46.00,-51.92381986,0.02148604
-45.00,-50.94851134,0.01474003
-44.00,-49.97812080,0.01353497
-43.00,-48.87668334,0.01062494
-42.00,-47.91230753,0.01120589
-41.00,-46.93443277,0.01387375
-40.00,-45.94775030,0.01218852
-39.00,-44.87137138,0.00758346
-38.00,-43.90810140,0.00706377
-37.00,-42.91102388,0.00741803
-36.00,-41.94854983,0.00733608
-35.00,-40.96267933,0.00471403
-34.00,-39.98508644,0.00515481
-33.00,-38.89634005,0.00347849
-32.00,-37.93012534,0.00304079
-31.00,-36.94828224,0.00408371
-30.00,-35.97817675,0.00293551
-29.00,-34.89414843,0.00268896
-28.00,-33.92695575,0.00269126
-27.00,-32.93826092,0.00389369
-26.00,-31.97526158,0.00238952
-25.00,-30.84946389,0.00191564
-24.00,-29.88539494,0.00252409
-23.00,-28.92404388,0.00250938
-22.00,-27.95850563,0.00159719
-21.00,-26.83549203,0.00220109
-20.00,-25.87195608,0.00211938
-19.00,-24.89419630,0.00196504
-18.00,-23.93381606,0.00168403
-17.00,-22.95122517,0.00238110
-16.00,-21.99595070,0.00160039
-15.00,-20.88742765,0.00164743
-14.00,-19.93848515,0.00270074
-13.00,-19.00242159,0.00191938
-12.00,-18.06468285,0.00107124
-11.00,-16.97564204,0.00225449
-10.00,-16.05290106,0.00189253
-9.00,-15.17134126,0.00248235
-8.00,-14.27132893,0.00104538
-7.00,-13.34673082,0.00144954
-6.00,-12.78580528,0.00591644
-5.00,-11.41168858,0.10934088
-4.00,-10.79753034,0.00205163
-3.00,-9.87370438,0.02612168
-2.00,-9.56427521,0.01704193
-1.00,-9.24742201,0.01249247
0.00,-9.10685031,0.01183323
