Set_Power_dBm,Mean_Measured_Power,Std_Dev_Measured_Power
-120.00,-180.30785370,4.26209485
-119.00,-177.55173358,5.38237322
-118.00,-176.40415192,6.95160179
-117.00,-175.44796414,4.80653227
-116.00,-173.33833228,6.67664710
-115.00,-177.71959262,4.87863590
-114.00,-176.46158769,4.53508759
-113.00,-174.56911469,4.97803098
-112.00,-174.93784248,5.55648427
-111.00,-175.12126584,5.79522072
-110.00,-174.95960999,4.91381420
-109.00,-169.47652774,6.12893092
-108.00,-168.15934245,5.47483892
-107.00,-167.46524217,3.39075731
-106.00,-163.74277157,6.56033661
-105.00,-162.22425758,4.19460589
-104.00,-159.87156338,4.92419970
-103.00,-154.85544332,4.85506468
-102.00,-150.40713501,5.14470487
-101.00,-146.18216112,3.25913370
-100.00,-140.87116915,3.95653455
-99.00,-135.56114790,3.38885660
-98.00,-128.54000643,3.09406777
-97.00,-121.86976624,3.83769228
-96.00,-115.63846249,2.22323384
-95.00,-110.42705748,1.62682276
-94.00,-106.12066905,1.61317904
-93.00,-103.29486381,0.99278022
-92.00,-100.20207045,0.66753228
-91.00,-98.32371476,0.38945946
-90.00,-97.09306802,0.17853750
-89.00,-96.28776466,0.16813661
-88.00,-95.24685669,0.08717132
-87.00,-94.24752680,0.05842655
-86.00,-93.35341009,0.08268160
-85.00,-92.35592016,0.05371548
-84.00,-91.37379286,0.07098484
-83.00,-90.43361876,0.05127723
-82.00,-89.47017288,0.05645243
-81.00,-88.41839006,0.05091780
-80.00,-87.44978108,0.04695359
-79.00,-86.45392250,0.04157093
-78.00,-85.49684694,0.03890640
-77.00,-84.48903020,0.01645342
-76.00,-83.50602298,0.02635278
-75.00,-82.44805188,0.02021693
-74.00,-81.48701604,0.02062883
-73.00,-80.48620054,0.01775355
-72.00,-79.51211633,0.01605889
-71.00,-78.45475896,0.01893703
-70.00,-77.49785614,0.01120706
-69.00,-76.47923109,0.01173334
-68.00,-75.50378588,0.01215918
-67.00,-74.49713092,0.00970056
-66.00,-73.53246138,0.00940760
-65.00,-72.41657766,0.00806328
-64.00,-71.44766532,0.00645503
-63.00,-70.50684357,0.00615235
-62.00,-69.54098850,0.00624915
-61.00,-68.42466058,0.00481610
-60.00,-67.46199163,0.00523712
-59.00,-66.49107191,0.00505794
-58.00,-65.52998013,0.00377332
-57.00,-64.52765105,0.00285991
-56.00,-63.55864334,0.00286436
-55.00,-62.44715839,0.00243094
-54.00,-61.47933557,0.00220624
-53.00,-60.52341694,0.00322644
-52.00,-59.55708228,0.00237347
-51.00,-58.44446698,0.00144709
-50.00,-57.47745917,0.00246927
-49.00,-56.55539434,0.00166512
-48.00,-55.58731672,0.00214011
-47.00,-54.57373407,0.00207495
-46.00,-53.60682318,0.00230159
-45.00,-52.61748992,0.00168091
-44.00,-51.65047582,0.00131800
-43.00,-50.55532476,0.00147500
-42.00,-49.58894391,0.00163444
-41.00,-48.60092205,0.00150273
-40.00,-47.63511806,0.00086693
-39.00,-46.55568165,0.00103773
-38.00,-45.58889411,0.00142783
-37.00,-44.58844630,0.00109591
-36.00,-43.62425546,0.00153555
-35.00,-42.60289171,0.00229832
-34.00,-41.63930978,0.00145127
-33.00,-40.58895747,0.00126914
-32.00,-39.75924089,0.00921147
-31.00,-39.30576770,0.01894516
-30.00,-39.03205723,0.00778033
-29.00,-38.74822256,0.02523861
-28.00,-38.58947933,0.15937443
-27.00,-38.35964584,0.04472560
-26.00,-38.28533830,0.13146151
-25.00,-38.10328759,0.04522252
-24.00,-38.04352464,0.09438717
-23.00,-37.89586258,0.03500388
-22.00,-37.89812766,0.14641182
-21.00,-37.81526629,0.09302125
-20.00,-37.84555414,0.15699309
-19.00,-37.72561879,0.13344070
-18.00,-37.68070539,0.13126555
-17.00,-37.64943886,0.14586249
-16.00,-37.61006334,0.12952704
-15.00,-37.62094646,0.13327980
-14.00,-37.58869086,0.14263500
-13.00,-37.54818577,0.13385963
-12.00,-37.52807109,0.13949827
-11.00,-37.43513807,0.10563752
-10.00,-37.55271657,0.12973758
-9.00,-37.50071017,0.12849839
-8.00,-37.52255122,0.12122082
-7.00,-37.44599448,0.10916789
-6.00,-37.46323691,0.12982499
-5.00,-37.45454767,0.15183101
-4.00,-37.49263643,0.12986044
-3.00,-37.47111469,0.11041460
-2.00,-37.52645620,0.12917858
-1.00,-37.47459772,0.13490091
0.00,-37.44384575,0.11287060
