Set_Power_dBm,Mean_Measured_Power,Std_Dev_Measured_Power
-120.00,-138.59243944,4.30546608
-119.00,-140.96875170,4.12942415
-118.00,-139.21994442,4.38447534
-117.00,-138.81261614,4.27245211
-116.00,-140.04463874,5.52578992
-115.00,-140.17176734,4.82273580
-114.00,-139.17092048,2.77798027
-113.00,-139.40723080,3.15149390
-112.00,-140.35376655,3.81118635
-111.00,-141.48379347,3.42870191
-110.00,-142.05583021,3.57775796
-109.00,-140.37588755,3.90870501
-108.00,-140.39236111,3.69713643
-107.00,-140.43610128,3.55295892
-106.00,-140.00045437,3.08223208
-105.00,-140.62264027,5.05442024
-104.00,-137.32642788,4.36427682
-103.00,-139.69606527,2.89835861
-102.00,-140.21583303,4.27576698
-101.00,-137.46755727,3.97736564
-100.00,-137.36436208,4.07969218
-99.00,-136.72315261,5.05904726
-98.00,-135.68859694,5.47598643
-97.00,-134.44279099,5.79845398
-96.00,-132.70284186,3.81889434
-95.00,-132.52529992,3.29968552
-94.00,-130.89168337,3.14716707
-93.00,-128.54421531,4.77994577
-92.00,-125.15503154,3.92657661
-91.00,-123.82394112,4.60412013
-90.00,-119.16049688,3.50043682
-89.00,-115.99769931,2.92278244
-88.00,-110.71501075,2.86250233
-87.00,-106.89597702,2.14424108
-86.00,-102.52829698,1.73304398
-85.00,-98.27042601,1.70651992
-84.00,-94.59680472,0.99078514
-83.00,-92.06035826,1.13303658
-82.00,-89.59323883,1.00919369
-81.00,-87.33864763,0.47278501
-80.00,-86.05055703,0.29775341
-79.00,-84.95551258,0.23142613
-78.00,-83.88098484,0.10720398
-77.00,-82.95172344,0.09038780
-76.00,-81.97755729,0.10502491
-75.00,-80.92908012,0.09147421
-74.00,-79.96112103,0.05926759
-73.00,-78.97920451,0.06448507
-72.00,-78.02415915,0.03824521
-71.00,-76.93644418,0.04199567
-70.00,-75.96553937,0.04325803
-69.00,-74.96267064,0.03995633
-68.00,-74.00090112,0.02838899
-67.00,-73.01722505,0.03229363
-66.00,-72.05307431,0.03171458
-65.00,-70.92037794,0.02841639
-64.00,-69.95031018,0.02271187
-63.00,-69.03069221,0.02014870
-62.00,-68.05744637,0.02327239
-61.00,-66.93559096,0.01871970
-60.00,-65.88923645,0.02927842
-59.00,-64.98998854,0.01170159
-58.00,-64.02583101,0.01072477
-57.00,-63.43922403,0.08904747
-56.00,-62.08116235,0.03420549
-55.00,-60.94190174,0.01234179
-54.00,-59.94120852,0.00842959
-53.00,-59.02933947,0.00937583
-52.00,-58.06294166,0.00497467
-51.00,-56.93771659,0.00570184
-50.00,-55.97281520,0.00505286
-49.00,-55.02376811,0.00452190
-48.00,-53.91223568,0.00848240
-47.00,-53.04193497,0.01434569
-46.00,-52.08137809,0.00324516
-45.00,-50.72070948,0.02322232
-44.00,-50.12159665,0.02687770
-43.00,-49.02836164,0.00277783
-42.00,-47.85324648,0.02094239
-41.00,-47.07719125,0.02012138
-40.00,-46.11763488,0.00158271
-39.00,-44.96512074,0.02654542
-38.00,-44.04909621,0.00596785
-37.00,-43.05804719,0.00162583
-36.00,-42.09049606,0.00114174
-35.00,-41.10791016,0.00154242
-34.00,-40.14167107,0.00193084
-33.00,-38.74160430,0.04047613
-32.00,-38.06424141,0.02750669
-31.00,-37.09515296,0.00102316
-30.00,-36.12868712,0.00133677
-29.00,-35.04421361,0.00190165
-28.00,-34.07615005,0.00168386
-27.00,-33.08879598,0.00143607
-26.00,-32.12443288,0.00133781
-25.00,-31.00117991,0.00151298
-24.00,-30.03109031,0.00233679
-23.00,-29.54968092,0.01290407
-22.00,-29.08303854,0.00644153
-21.00,-28.82810232,0.02905397
-20.00,-28.60967210,0.03090676
-19.00,-28.44578595,0.04781191
-18.00,-28.28889050,0.12192147
-17.00,-28.18037309,0.06481090
-16.00,-28.05509702,0.04423865
-15.00,-27.98821979,0.10700368
-14.00,-27.88437504,0.10391220
-13.00,-27.85812357,0.09223132
-12.00,-27.82222822,0.16104533
-11.00,-27.76316494,0.14860653
-10.00,-27.68839635,0.14313799
-9.00,-27.66445605,0.15716445
-8.00,-27.58507718,0.14353509
-7.00,-27.54392041,0.14386837
-6.00,-27.57180913,0.13894259
-5.00,-27.50372982,0.12950820
-4.00,-27.49064657,0.15378468
-3.00,-27.44098028,0.09434065
-2.00,-27.45846547,0.14198134
-1.00,-27.42375278,0.11458711
0.00,-27.36569606,0.11626899
