Set_Power_dBm,Mean_Measured_Power,Std_Dev_Measured_Power
-120.00,-116.55104065,0.85210079
-119.00,-116.89977137,1.16223870
-118.00,-116.45762210,0.94951216
-117.00,-116.63924789,1.04254988
-116.00,-116.30744510,0.81673407
-115.00,-116.36429003,0.68252601
-114.00,-116.18489583,1.19254815
-113.00,-115.94665612,1.01154239
-112.00,-115.46340773,1.05799511
-111.00,-115.06583225,0.98443555
-110.00,-114.61615117,0.82576098
-109.00,-113.95501963,0.85054039
-108.00,-113.18059964,0.70478673
-107.00,-113.20750893,0.68329996
-106.00,-112.49233206,0.80126020
-105.00,-111.85079447,0.73240559
-104.00,-110.73210483,0.46439975
-103.00,-110.02780830,0.46929766
-102.00,-109.01916589,0.51339002
-101.00,-107.94664129,0.41061489
-100.00,-107.06922531,0.32579253
-99.00,-106.02593994,0.27165329
-98.00,-105.11783473,0.14381440
-97.00,-104.16988754,0.13529620
-96.00,-103.25423117,0.10339945
-95.00,-102.13735453,0.09286262
-94.00,-101.26567756,0.08788616
-93.00,-100.30507914,0.06015765
-92.00,-99.36302524,0.08103149
-91.00,-98.30624659,0.06111065
-90.00,-97.34756156,0.04971893
-89.00,-96.47233497,0.05076335
-88.00,-95.51387617,0.03867388
-87.00,-94.52352821,0.04175641
-86.00,-93.58260261,0.03219925
-85.00,-92.50206502,0.03896309
-84.00,-91.53343921,0.02612138
-83.00,-90.56654019,0.02976550
-82.00,-89.60602527,0.01901216
-81.00,-88.53651004,0.01291124
-80.00,-87.57156542,0.01693521
-79.00,-86.57071347,0.01473733
-78.00,-85.60067579,0.01473223
-77.00,-84.59582774,0.01596125
-76.00,-83.63153246,0.00753604
-75.00,-82.56709671,0.00909277
-74.00,-81.59965246,0.00799910
-73.00,-80.59657736,0.00497410
-72.00,-79.63615373,0.00583896
-71.00,-78.56396357,0.00763737
-70.00,-77.60022780,0.00636346
-69.00,-76.58536190,0.00452545
-68.00,-75.61847263,0.00347859
-67.00,-74.62191052,0.00223310
-66.00,-73.65320884,0.00354458
-65.00,-72.52859318,0.00443645
-64.00,-71.56217109,0.00324652
-63.00,-70.63258447,0.00344318
-62.00,-69.66472795,0.00247107
-61.00,-68.54208713,0.00267695
-60.00,-67.57495541,0.00166427
-59.00,-66.60864639,0.00244448
-58.00,-65.64221827,0.00241460
-57.00,-64.64030202,0.00150937
-56.00,-63.67355580,0.00202823
-55.00,-62.55307198,0.00225847
-54.00,-61.58867039,0.00224539
-53.00,-60.64316877,0.00208194
-52.00,-59.89876662,0.01607883
-51.00,-59.31217088,0.00434841
-50.00,-59.09631602,0.16611187
-49.00,-58.98019600,0.14171897
-48.00,-58.82046721,0.17744553
-47.00,-58.61561224,0.18597564
-46.00,-58.49289195,0.16010771
-45.00,-58.23819690,0.04287302
-44.00,-58.02538681,0.02493891
-43.00,-57.99949879,0.00717400
-42.00,-57.85624801,0.00695335
-41.00,-57.85757298,0.13986820
-40.00,-57.82189496,0.13504129
-39.00,-57.72696947,0.14300977
-38.00,-57.64149814,0.12213456
-37.00,-57.55922148,0.12376845
-36.00,-57.50407876,0.09486909
-35.00,-57.55328661,0.11244246
-34.00,-57.50338566,0.11018592
-33.00,-57.44918357,0.11535766
-32.00,-57.44038391,0.09207038
-31.00,-57.45963848,0.14163830
-30.00,-57.43156645,0.12928223
-29.00,-57.36009068,0.11408187
-28.00,-57.42373149,0.13416643
-27.00,-57.36871317,0.12306057
-26.00,-57.34189839,0.10649857
-25.00,-57.18064160,0.00173346
-24.00,-57.16827265,0.00095655
-23.00,-57.37944094,0.12157728
-22.00,-57.20786981,0.05390846
-21.00,-57.30489328,0.14534119
-20.00,-57.31501579,0.12141210
-19.00,-57.37164194,0.07919483
-18.00,-57.29094251,0.07411204
-17.00,-57.33895582,0.11750639
-16.00,-57.40212483,0.08212227
-15.00,-57.33277448,0.13027106
-14.00,-57.29577255,0.08564398
-13.00,-57.30400043,0.09882762
-12.00,-57.24317275,0.09951703
-11.00,-57.30159823,0.13957620
-10.00,-57.27758492,0.11948859
-9.00,-57.29017572,0.11948026
-8.00,-57.25363583,0.09550995
-7.00,-57.28988160,0.11731779
-6.00,-57.33036939,0.14001007
-5.00,-57.28238466,0.08706938
-4.00,-57.24416267,0.11738481
-3.00,-57.32240634,0.09123634
-2.00,-57.26947827,0.09142845
-1.00,-57.14483198,0.00203509
0.00,-57.14562119,0.00158755
