Set_Power_dBm,Mean_Measured_Power,Std_Dev_Measured_Power
-120.00,-115.38365936,0.41599331
-119.00,-115.42583974,0.30338813
-118.00,-115.43563037,0.61042137
-117.00,-115.20125241,0.37775645
-116.00,-115.20754242,0.41946661
-115.00,-115.04546399,0.29484128
-114.00,-114.88704342,0.30286563
-113.00,-114.83739302,0.45020453
-112.00,-114.64068053,0.34673791
-111.00,-114.56757991,0.40251033
-110.00,-114.09810342,0.31740470
-109.00,-113.17455970,0.32050898
-108.00,-112.76185862,0.29960516
-107.00,-112.24642563,0.25728783
-106.00,-111.70168686,0.21803474
-105.00,-110.84467951,0.27528102
-104.00,-110.12562222,0.20624965
-103.00,-109.45850966,0.24020761
-102.00,-108.50286060,0.24146252
-101.00,-107.55546104,0.10282558
-100.00,-106.61522759,0.09853132
-99.00,-105.88866764,0.11416711
-98.00,-104.92484553,0.08663028
-97.00,-104.00752004,0.09166776
-96.00,-103.05616294,0.09052183
-95.00,-101.98743394,0.06207441
-94.00,-101.03335317,0.05784128
-93.00,-100.14726766,0.04665053
-92.00,-99.21181149,0.04321927
-91.00,-98.14365302,0.05738920
-90.00,-97.19558631,0.04133036
-89.00,-96.31856761,0.03359391
-88.00,-95.37820614,0.02205556
-87.00,-94.38479741,0.02673958
-86.00,-93.40218353,0.03260137
-85.00,-92.33711751,0.02132481
-84.00,-91.38827981,0.02158491
-83.00,-90.39833789,0.02088239
-82.00,-89.43563758,0.01446017
-81.00,-88.32987044,0.03306682
-80.00,-87.38091054,0.02039057
-79.00,-86.39428838,0.00967058
-78.00,-85.43206608,0.00991598
-77.00,-84.42533323,0.00803323
-76.00,-83.45733939,0.00928474
-75.00,-82.38304181,0.00672099
-74.00,-81.42009566,0.00639598
-73.00,-80.42258072,0.00683269
-72.00,-79.45644082,0.00544735
-71.00,-78.38867527,0.00506234
-70.00,-77.42706596,0.00501049
-69.00,-76.41368739,0.00449064
-68.00,-75.44813580,0.00405408
-67.00,-74.45175425,0.00314989
-66.00,-73.48465771,0.00395444
-65.00,-72.36136288,0.00166477
-64.00,-71.40071530,0.00319100
-63.00,-70.73448944,0.01022695
-62.00,-70.02923754,0.02123510
-61.00,-69.51197603,0.01241795
-60.00,-69.20580928,0.02045071
-59.00,-68.97006480,0.08207319
-58.00,-68.72949049,0.01562893
-57.00,-68.61193678,0.02322020
-56.00,-68.54907566,0.05295560
-55.00,-68.27738402,0.17031107
-54.00,-68.24807739,0.18447343
-53.00,-68.17742835,0.17755921
-52.00,-68.13540607,0.21480135
-51.00,-67.94375229,0.16021572
-50.00,-67.83645842,0.18796530
-49.00,-67.75014369,0.16558064
-48.00,-67.71543525,0.16249857
-47.00,-67.52175522,0.14865261
-46.00,-67.39067925,0.00631146
-45.00,-67.40269131,0.01409014
-44.00,-67.75223202,0.01551941
-43.00,-67.66232075,0.03745725
-42.00,-67.54338328,0.00345295
-41.00,-67.43781662,0.04012742
-40.00,-67.32219738,0.00440359
-39.00,-67.39480972,0.12990423
-38.00,-67.37685988,0.08450474
-37.00,-67.33011386,0.11858558
-36.00,-67.40767924,0.13659998
-35.00,-67.39626100,0.11050468
-34.00,-67.34676064,0.14963141
-33.00,-67.29072698,0.11008165
-32.00,-67.23929638,0.07391977
-31.00,-67.23536894,0.11384349
-30.00,-67.27328406,0.11346046
-29.00,-67.32801607,0.11658210
-28.00,-67.35439597,0.11199145
-27.00,-67.26501599,0.09808875
-26.00,-67.33379449,0.14997611
-25.00,-67.31560220,0.15693150
-24.00,-67.30845727,0.11218119
-23.00,-67.30692164,0.11951870
-22.00,-67.25819482,0.12385401
-21.00,-67.24493535,0.08999599
-20.00,-67.34356138,0.11777062
-19.00,-67.27043870,0.14728285
-18.00,-67.28278648,0.09421382
-17.00,-67.29399194,0.08538484
-16.00,-67.25171302,0.07689820
-15.00,-67.25870599,0.13353836
-14.00,-67.23497730,0.07597695
-13.00,-67.34451718,0.12214543
-12.00,-67.38434177,0.11588855
-11.00,-67.35232586,0.14558635
-10.00,-67.28591368,0.15979562
-9.00,-67.29241816,0.15802025
-8.00,-67.25297250,0.14806467
-7.00,-67.23824988,0.08089699
-6.00,-67.29409112,0.10134846
-5.00,-67.31405173,0.08372425
-4.00,-67.35621474,0.12070618
-3.00,-67.26397069,0.13979092
-2.00,-67.30641471,0.08399395
-1.00,-67.29251565,0.08690873
0.00,-67.38110563,0.10913107
