# Allan Deviation Measurement
# Start time: 2025-06-23 16:01:18
# SDR Type: RTLSDR, Gain: 0.0 dB, Freq: 1000.0 MHz, Samp Rate: 2.0 Msps
# Integration Time (s), Allan Deviation
0.1, 0.19337983429431915
0.15848931924611134, 0.19337983429431915
0.251188643150958, 0.28382694721221924
0.3981071705534973, 0.2014782428741455
0.6309573444801934, 0.2014782428741455
1.0, 0.10287480056285858
1.584893192461114, 0.05462559685111046
2.511886431509581, 0.05462559685111046
3.981071705534973, 0.030500173568725586
6.309573444801933, 0.017229411751031876
10.0, 0.017229411751031876
