# Allan Deviation Measurement
# Start time: 2025-06-23 16:01:21
# SDR Type: RTLSDR, Gain: 20.0 dB, Freq: 1000.0 MHz, Samp Rate: 2.0 Msps
# Integration Time (s), Allan Deviation
0.1, 0.9854472875595093
0.15848931924611134, 0.9854472875595093
0.251188643150958, 1.4512560367584229
0.3981071705534973, 1.0284940004348755
0.6309573444801934, 1.0284940004348755
1.0, 0.5200963020324707
1.584893192461114, 0.2658185362815857
2.511886431509581, 0.2658185362815857
3.981071705534973, 0.14317333698272705
6.309573444801933, 0.0785655528306961
10.0, 0.0785655528306961
