# Allan Deviation Measurement
# Start time: 2025-07-01 11:53:15
# SDR Type: USRPSDR, Gain: 10.0 dB, Freq: 1000.0 MHz, Samp Rate: 2.0 Msps
# Collected Data Points: 420244
# Integration Time (s), Allan Deviation
0.128, 0.03507387265563011
0.256, 0.024610359221696854
0.512, 0.016534237191081047
1.024, 0.013216638006269932
2.048, 0.015064362436532974
4.096, 0.023283110931515694
8.192, 0.037097010761499405
16.384, 0.049644190818071365
32.768, 0.04669510945677757
65.536, 0.035649269819259644
