# Allan Deviation Measurement
# Start time: 2025-07-03 20:33:50
# SDR Type: PLUTOSDR, Gain: 50.0 dB, Freq: 1000.0 MHz, Samp Rate: 2.0 Msps
# Collected Data Points: 320405
# Integration Time (s), Allan Deviation
0.128, 0.1370023787021637
0.256, 0.09556752443313599
0.512, 0.07146371155977249
1.024, 0.06284491717815399
2.048, 0.06817781925201416
4.096, 0.09271375089883804
8.192, 0.11002148687839508
16.384, 0.09559755772352219
32.768, 0.06555517762899399
65.536, 0.06584475189447403
