Set_Power_dBm,Mean_Measured_Power,Std_Dev_Measured_Power
-120.00,-113.46040585,0.21096769
-119.00,-113.41146088,0.32914731
-118.00,-113.45081490,0.29559617
-117.00,-113.31693870,0.28196068
-116.00,-113.48133047,0.23607247
-115.00,-113.34419844,0.28067360
-114.00,-113.43809630,0.36716714
-113.00,-113.44068668,0.25560824
-112.00,-113.27616119,0.24986875
-111.00,-113.22827699,0.19404370
-110.00,-113.18457158,0.22091626
-109.00,-112.98869163,0.28103169
-108.00,-113.04276695,0.40636277
-107.00,-113.02306848,0.26514289
-106.00,-112.91797447,0.30232407
-105.00,-112.57018365,0.47583388
-104.00,-112.48377991,0.37071367
-103.00,-112.41481781,0.45213650
-102.00,-112.22667333,0.40273368
-101.00,-111.72192985,0.45410631
-100.00,-111.18195825,0.47093939
-99.00,-111.09684753,0.58131408
-98.00,-110.49112782,0.47756028
-97.00,-109.79878034,0.37587159
-96.00,-109.40606096,0.52851073
-95.00,-108.36501990,0.47730337
-94.00,-107.86917114,0.33466827
-93.00,-106.89959674,0.38163452
-92.00,-106.11316299,0.40283338
-91.00,-104.97612401,0.42789049
-90.00,-104.03960981,0.24250229
-89.00,-103.14538454,0.29719501
-88.00,-102.20207214,0.34054680
-87.00,-101.22406849,0.25547258
-86.00,-100.24162734,0.22593058
-85.00,-99.21330623,0.18937730
-84.00,-98.22535286,0.16435061
-83.00,-97.30590210,0.14084585
-82.00,-96.32027556,0.16006789
-81.00,-95.27081459,0.24818333
-80.00,-94.25276693,0.19335473
-79.00,-93.30340364,0.21537279
-78.00,-92.35960750,0.23294612
-77.00,-91.22810524,0.28315044
-76.00,-90.18487067,0.31239770
-75.00,-89.28701104,0.26182252
-74.00,-88.38577391,0.29443345
-73.00,-87.18218633,0.28275047
-72.00,-86.04863458,0.49769403
-71.00,-85.39094142,0.24302502
-70.00,-84.29763832,0.24057878
-69.00,-83.14492196,0.85127882
-68.00,-82.34793934,0.16017194
-67.00,-81.22816467,0.17906067
-66.00,-79.78139000,0.54913135
-65.00,-79.14962599,0.15398120
-64.00,-78.30533921,0.11231565
-63.00,-77.12888055,0.45633271
-62.00,-76.23829057,0.10315683
-61.00,-75.17585585,0.10728473
-60.00,-73.90516783,0.28175575
-59.00,-73.27782761,0.04994747
-58.00,-72.31957405,0.05259699
-57.00,-70.26737467,0.98900421
-56.00,-70.29795837,0.08050176
-55.00,-69.25315009,0.05172490
-54.00,-68.29747090,0.22766523
-53.00,-67.25306662,0.06847863
-52.00,-66.27971115,0.07303666
-51.00,-64.52131176,0.70918990
-50.00,-64.25671997,0.07904234
-49.00,-63.36871084,0.06700621
-48.00,-62.39195538,0.08944536
-47.00,-61.35448918,0.08156851
-46.00,-60.37143366,0.06788224
-45.00,-59.37585610,0.06306506
-44.00,-59.01960754,1.64814434
-43.00,-56.81833849,2.57840140
-42.00,-55.81275779,2.40165015
-41.00,-53.91112418,1.80688376
-40.00,-54.03056536,1.98832169
-39.00,-52.45816506,1.45659656
-38.00,-51.86331719,1.30590176
-37.00,-51.03227577,0.78350239
-36.00,-50.69315358,0.45259535
-35.00,-50.25017086,0.52511464
-34.00,-50.04573547,0.62978039
-33.00,-49.90025775,0.59893344
-32.00,-49.66753448,0.64618119
-31.00,-49.48862514,0.48200806
-30.00,-49.24608173,0.36203366
-29.00,-49.26533388,0.47316749
-28.00,-49.23725128,0.56124911
-27.00,-49.12224258,0.43570272
-26.00,-49.12174165,0.55521036
-25.00,-49.31603508,0.49508075
-24.00,-49.26471977,0.41641539
-23.00,-49.03679737,0.48007208
-22.00,-49.11784592,0.54968884
-21.00,-48.83417913,0.46092869
-20.00,-48.93097928,0.38355495
-19.00,-48.86699613,0.35640701
-18.00,-48.98379737,0.35695256
-17.00,-48.93052432,0.44134303
-16.00,-48.98564831,0.41450157
-15.00,-48.98172399,0.36147242
-14.00,-48.91451740,0.44908190
-13.00,-48.82467290,0.28807862
-12.00,-49.00450114,0.49552663
-11.00,-48.92143326,0.33638827
-10.00,-48.96543402,0.37402631
-9.00,-48.85502504,0.41523736
-8.00,-48.93807869,0.43814449
-7.00,-48.80400162,0.28293280
-6.00,-48.87786255,0.44679655
-5.00,-48.93978520,0.43870546
-4.00,-49.04450668,0.45395395
-3.00,-48.91649456,0.40588020
-2.00,-48.87350504,0.44038292
-1.00,-48.84547404,0.25489307
0.00,-48.86247956,0.34198511
