Set_Power_dBm,Mean_Measured_Power,Std_Dev_Measured_Power
-120.00,-76.27085961,0.72388303
-119.00,-76.42601522,0.88936827
-118.00,-76.68404261,0.84701591
-117.00,-76.68913349,0.69829686
-116.00,-76.42193392,0.84601432
-115.00,-76.11132177,0.74177556
-114.00,-76.62195757,0.93326247
-113.00,-76.43360562,0.63953295
-112.00,-76.69641029,0.73449987
-111.00,-76.43089634,0.46701809
-110.00,-76.43689473,0.88629307
-109.00,-76.28610781,0.61877800
-108.00,-76.29077572,0.61477427
-107.00,-76.20988210,0.56422107
-106.00,-76.31811269,0.81404622
-105.00,-76.39213308,0.57329468
-104.00,-76.37364839,0.82315563
-103.00,-76.50694105,0.70403206
-102.00,-76.31170527,0.72047927
-101.00,-76.55917146,0.89797370
-100.00,-76.29949782,0.53233780
-99.00,-76.65126207,0.66598410
-98.00,-76.27266524,0.58225217
-97.00,-76.22423087,0.46853795
-96.00,-76.48825667,0.69866645
-95.00,-76.64179611,0.80305379
-94.00,-76.41053221,0.62778929
-93.00,-76.26228573,0.60601329
-92.00,-76.07222346,0.51361759
-91.00,-76.26147249,0.70972711
-90.00,-76.69760614,0.70902733
-89.00,-76.30890571,0.63551701
-88.00,-76.56528727,0.69350092
-87.00,-76.35301675,0.85131012
-86.00,-76.37785678,1.01122543
-85.00,-76.62291675,0.74906289
-84.00,-76.31984160,0.72362003
-83.00,-76.40900294,0.60217990
-82.00,-76.67885039,0.83698980
-81.00,-76.40596932,1.16762990
-80.00,-76.06182437,0.80767936
-79.00,-76.21628486,0.74792761
-78.00,-76.14169151,0.90388343
-77.00,-76.18939590,0.55945653
-76.00,-76.04596863,0.69385898
-75.00,-76.28787041,0.64288228
-74.00,-76.27053833,0.77535691
-73.00,-76.00449715,0.74723568
-72.00,-76.10834817,0.82610473
-71.00,-75.39020581,1.03675936
-70.00,-75.33781662,0.66044376
-69.00,-75.13371076,0.61133981
-68.00,-74.88834932,0.64675566
-67.00,-74.64352256,0.69820756
-66.00,-74.05746058,0.71854623
-65.00,-73.75541004,0.84223486
-64.00,-72.78044369,0.64478389
-63.00,-72.58115026,0.65691239
-62.00,-71.76759539,0.61929569
-61.00,-70.75327301,0.83621394
-60.00,-69.65506503,0.63732299
-59.00,-69.08545926,0.51408565
-58.00,-68.13038073,0.43947440
-57.00,-67.18520779,0.40502194
-56.00,-66.07303138,0.48741888
-55.00,-65.06663875,0.35089596
-54.00,-63.96426813,0.28408263
-53.00,-62.93017297,0.27492577
-52.00,-62.03103998,0.24812422
-51.00,-60.95981277,0.17373625
-50.00,-60.03242192,0.19864435
-49.00,-59.20550176,0.16616023
-48.00,-58.15058016,0.22972645
-47.00,-57.09083959,0.14361129
-46.00,-56.14080791,0.12658095
-45.00,-55.14697247,0.11662861
-44.00,-54.19488244,0.12586279
-43.00,-53.11860255,0.10648462
-42.00,-52.13904511,0.10689625
-41.00,-51.12916304,0.06615036
-40.00,-50.17496551,0.06289359
-39.00,-49.11309192,0.08227233
-38.00,-48.13404665,0.05573793
-37.00,-47.14217434,0.05330194
-36.00,-46.19250709,0.08303279
-35.00,-45.16895061,0.09063887
-34.00,-44.19248433,0.06655864
-33.00,-43.11834208,0.06092441
-32.00,-42.17704492,0.06108979
-31.00,-41.15417240,0.08102289
-30.00,-40.17452682,0.05730431
-29.00,-39.14559746,0.08345424
-28.00,-38.19252682,0.06242559
-27.00,-37.18722293,0.07022164
-26.00,-35.68431633,0.47609512
-25.00,-35.14249420,0.06157273
-24.00,-34.14696864,0.06285188
-23.00,-32.54660945,0.60444930
-22.00,-32.20172681,0.06382859
-21.00,-31.08376744,0.09578055
-20.00,-30.37209892,0.14691935
-19.00,-29.14904554,0.06528315
-18.00,-28.20060453,0.09584890
-17.00,-26.48093328,0.50151479
-16.00,-26.24794217,0.06242950
-15.00,-25.15010924,0.07076584
-14.00,-23.48355313,0.37681666
-13.00,-23.24758008,0.07067556
-12.00,-22.31038475,0.05749479
-11.00,-20.61212549,0.26761911
-10.00,-20.32613323,0.07140874
-9.00,-19.46730825,0.10382216
-8.00,-18.54619799,0.12513696
-7.00,-17.56998805,0.06097078
-6.00,-16.72235384,0.07448648
-5.00,-15.81107001,0.06551861
-4.00,-14.65292057,0.18298194
-3.00,-14.08907795,0.04573719
-2.00,-13.34684327,0.06235517
-1.00,-12.62743563,0.10295448
0.00,-11.66546199,0.63486340
