Set_Power_dBm,Mean_Measured_Power,Std_Dev_Measured_Power
-120.00,-116.21188595,0.25982587
-119.00,-116.13957777,0.17343079
-118.00,-116.12910309,0.20234949
-117.00,-116.13491313,0.24415645
-116.00,-115.99176989,0.23568494
-115.00,-115.89774563,0.18085169
-114.00,-115.90791626,0.20737902
-113.00,-115.83377838,0.22973674
-112.00,-115.81934598,0.20626178
-111.00,-115.81856336,0.20886173
-110.00,-115.71842475,0.21779061
-109.00,-115.35137016,0.25143046
-108.00,-115.23136559,0.12167557
-107.00,-115.15653952,0.26739000
-106.00,-114.96205219,0.33133726
-105.00,-114.59072227,0.36088522
-104.00,-114.17553791,0.32351059
-103.00,-113.76092567,0.33112083
-102.00,-113.36950563,0.43529939
-101.00,-112.72269038,0.42798837
-100.00,-112.11700401,0.52854906
-99.00,-111.48362694,0.49901458
-98.00,-110.80785446,0.40049742
-97.00,-109.92374611,0.36447213
-96.00,-109.24042511,0.52248313
-95.00,-108.04049911,0.73617213
-94.00,-107.16440783,0.47821836
-93.00,-106.38648224,0.57601975
-92.00,-105.29006195,0.74023595
-91.00,-104.28433990,0.70620573
-90.00,-103.47914467,0.90195412
-89.00,-102.45405769,0.87696011
-88.00,-101.44778483,0.96678603
-87.00,-100.81292686,1.18500436
-86.00,-99.74711075,1.13398518
-85.00,-98.50565740,1.05203784
-84.00,-97.88073570,1.43681159
-83.00,-96.84436758,0.98762560
-82.00,-95.83893384,1.40154292
-81.00,-94.25094528,0.76455773
-80.00,-93.28269958,0.73651236
-79.00,-92.58902054,0.73598456
-78.00,-91.52731725,0.70537904
-77.00,-90.40323257,0.60453597
-76.00,-89.56626282,0.43252503
-75.00,-88.44625092,0.62189051
-74.00,-87.10351791,0.95285197
-73.00,-86.65802193,0.37553496
-72.00,-85.38088869,0.29370252
-71.00,-84.89582138,1.21649290
-70.00,-84.07578621,0.51353614
-69.00,-82.49591599,0.24126624
-68.00,-76.94151154,5.74529585
-67.00,-79.91447945,5.66100004
-66.00,-80.34102058,5.66416742
-65.00,-77.38872948,6.37820047
-64.00,-76.37232489,5.15288888
-63.00,-75.56501369,4.89881790
-62.00,-73.23712845,4.58182359
-61.00,-72.86879463,3.85789599
-60.00,-70.15318241,4.65747403
-59.00,-72.80207329,3.38788676
-58.00,-71.94353619,5.01086508
-57.00,-69.43470783,4.83882977
-56.00,-68.24407330,4.19122300
-55.00,-67.08905110,4.09527995
-54.00,-65.67263633,3.08513273
-53.00,-64.89810803,3.43552517
-52.00,-64.73501667,4.04066292
-51.00,-63.75564861,4.04922415
-50.00,-63.62511806,3.00950072
-49.00,-62.04843541,1.86390908
-48.00,-61.37225990,1.54174841
-47.00,-61.27949333,1.39188658
-46.00,-60.71324579,1.13427382
-45.00,-60.54135855,1.20869003
-44.00,-60.23545235,0.66323857
-43.00,-59.88491119,0.70456682
-42.00,-59.81550195,0.65846865
-41.00,-59.41484684,0.64370263
-40.00,-59.55028428,0.69662401
-39.00,-59.47829352,0.70236817
-38.00,-59.23311785,0.52027948
-37.00,-59.26845762,0.46567849
-36.00,-59.11987325,0.55188452
-35.00,-59.09300804,0.41069777
-34.00,-59.08159341,0.38107122
-33.00,-58.94015603,0.48815418
-32.00,-59.02939646,0.46670328
-31.00,-58.89832306,0.62219063
-30.00,-59.08813286,0.44398740
-29.00,-59.01581192,0.62764810
-28.00,-58.96960195,0.53514587
-27.00,-59.07766151,0.54001772
-26.00,-58.79655597,0.43997320
-25.00,-58.93421053,0.44292152
-24.00,-58.91543833,0.41596397
-23.00,-58.92352957,0.44041784
-22.00,-58.86974992,0.36539818
-21.00,-58.97828865,0.44905341
-20.00,-58.72342923,0.29877390
-19.00,-58.91845661,0.55813020
-18.00,-58.77243925,0.48678424
-17.00,-58.93870142,0.33629443
-16.00,-58.90410296,0.48511695
-15.00,-58.67148389,0.44094483
-14.00,-58.67910646,0.52424618
-13.00,-58.97977207,0.51834868
-12.00,-58.80962887,0.33403503
-11.00,-58.76743979,0.46368793
-10.00,-58.73876110,0.42754242
-9.00,-58.85094643,0.36057546
-8.00,-58.77583447,0.35382179
-7.00,-58.81744405,0.51738593
-6.00,-58.80264844,0.46717706
-5.00,-58.85251336,0.37910178
-4.00,-58.62595669,0.36902051
-3.00,-58.78495086,0.45769375
-2.00,-59.11624125,0.43094480
-1.00,-58.80975462,0.40617306
0.00,-58.74956779,0.33957003
