Set_Power_dBm,Mean_Measured_Power,Std_Dev_Measured_Power
-120.00,-99.61022226,0.37719959
-119.00,-99.45967544,0.40710020
-118.00,-99.72942071,0.46710904
-117.00,-99.69634970,0.54615346
-116.00,-99.52116434,0.55293005
-115.00,-99.72962550,0.43866249
-114.00,-99.75728395,0.45949905
-113.00,-99.77145988,0.30710795
-112.00,-99.68090057,0.42809062
-111.00,-99.76646463,0.41155183
-110.00,-99.71958963,0.33741163
-109.00,-99.73226889,0.43105622
-108.00,-99.72202381,0.29213829
-107.00,-99.70243920,0.47439244
-106.00,-99.78837706,0.39106369
-105.00,-99.61673016,0.37207078
-104.00,-99.75608317,0.34216727
-103.00,-99.63541879,0.31976420
-102.00,-99.64104502,0.45130670
-101.00,-99.66282172,0.39303634
-100.00,-99.55286026,0.50939725
-99.00,-99.57369634,0.34349341
-98.00,-99.51352009,0.40188175
-97.00,-99.50715637,0.49651445
-96.00,-99.68898180,0.59440481
-95.00,-99.30838733,0.43646899
-94.00,-99.27702374,0.39471175
-93.00,-99.10502285,0.65783785
-92.00,-98.85703197,0.53043614
-91.00,-98.82468923,0.48820530
-90.00,-98.33435902,0.61825502
-89.00,-98.07296833,0.42879009
-88.00,-97.65957603,0.42945210
-87.00,-97.65407982,0.62504640
-86.00,-96.74819705,0.66793662
-85.00,-96.36186303,0.66596880
-84.00,-95.82019382,0.49012881
-83.00,-94.89674297,0.63034872
-82.00,-93.98998140,0.53761028
-81.00,-93.15372387,0.46507485
-80.00,-92.09151619,0.47156330
-79.00,-91.15756056,0.33443450
-78.00,-90.48141268,0.33887544
-77.00,-89.14300919,0.24003237
-76.00,-88.40837987,0.25245597
-75.00,-87.23662567,0.26868263
-74.00,-86.16397209,0.22067180
-73.00,-85.25339466,0.22529270
-72.00,-84.37337151,0.14020258
-71.00,-83.22195475,0.21030746
-70.00,-82.25476596,0.14338597
-69.00,-81.21215539,0.13540769
-68.00,-80.33331981,0.16805663
-67.00,-79.27599054,0.20686001
-66.00,-78.35930874,0.19620775
-65.00,-77.11687229,0.19731683
-64.00,-76.26511062,0.20101058
-63.00,-75.28685038,0.20560714
-62.00,-74.30230789,0.26196833
-61.00,-73.20799737,0.26321357
-60.00,-72.26791551,0.31072296
-59.00,-71.28675546,0.27146967
-58.00,-70.28243256,0.33226115
-57.00,-69.31861793,0.38095723
-56.00,-68.32670678,0.45238342
-55.00,-67.09628336,0.50704937
-54.00,-66.50592253,0.62608986
-53.00,-65.46900643,0.43409762
-52.00,-64.43403901,0.34536479
-51.00,-63.16658380,0.91145560
-50.00,-62.22358068,0.21124952
-49.00,-61.33046863,0.26650892
-48.00,-60.13823424,0.87564443
-47.00,-59.31888241,0.16642189
-46.00,-58.36954308,0.17497676
-45.00,-57.48022556,0.92420744
-44.00,-56.36818752,0.13132922
-43.00,-55.27225153,0.13630659
-42.00,-53.98542065,0.61546504
-41.00,-53.35481684,0.09200421
-40.00,-52.35711529,0.11302385
-39.00,-50.91671733,0.52703860
-38.00,-50.32309101,0.08411119
-37.00,-49.23272196,0.13239054
-36.00,-48.09145313,0.49717513
-35.00,-47.28939099,0.08778970
-34.00,-46.35291901,0.07895301
-33.00,-45.23646584,0.30340441
-32.00,-44.35366609,0.07069565
-31.00,-43.31581196,0.07473853
-30.00,-42.31568167,0.09812357
-29.00,-41.33294254,0.07735511
-28.00,-40.36015179,0.07661962
-27.00,-39.34047518,0.06913299
-26.00,-38.36631432,0.05702724
-25.00,-37.86611786,1.04368616
-24.00,-35.99866486,2.37193126
-23.00,-34.10683401,2.00976856
-22.00,-33.59585867,1.20528433
-21.00,-32.72621222,1.68645981
-20.00,-31.23104010,0.73738727
-19.00,-30.81501931,0.47101780
-18.00,-30.40684446,0.48661270
-17.00,-30.15898154,0.45159337
-16.00,-30.15808476,0.61702215
-15.00,-29.67060882,0.68786526
-14.00,-29.50549808,0.51924313
-13.00,-29.54895331,0.40013626
-12.00,-29.26977890,0.49842176
-11.00,-29.18291795,0.46574012
-10.00,-29.18855896,0.38913075
-9.00,-29.18290500,0.35591891
-8.00,-28.93004769,0.44166811
-7.00,-29.00081549,0.32504558
-6.00,-28.91414171,0.25966404
-5.00,-28.94658714,0.26753645
-4.00,-28.78437265,0.22233387
-3.00,-28.92387369,0.29258500
-2.00,-28.73691228,0.30381303
-1.00,-28.80800671,0.26125243
0.00,-28.92315462,0.47862516
