gain	linear_input_power_start	linear_input_power_end	linear_measured_power_start	linear_measured_power_end	r_squared	slope	offset	final_offset
0.0	-68.0	0.0	-74.88834932	-11.66546199	0.9991995956132309	0.9769246330496891	-10.825284262542453	-10.825284262542453
10.0	-74.0	0.0	-71.91559715	-2.990590299999999	0.9990706344460917	0.9771686932503556	-2.638681507736841	-12.638681507736841
20.0	-82.0	-5.0	-70.9486357	-0.03717623000000003	0.9991524654424324	0.9843679955428117	6.977549690343075	-13.022450309656925
30.0	-89.0	-15.0	-68.07296833	0.32939117999999823	0.9991153791593501	0.9862789789487907	17.134263415870457	-12.865736584129543
40.0	-99.0	-24.0	-69.43826082	-0.015586450000000696	0.9990767821149454	0.9842645555894736	25.05043011283157	-14.94956988716843
50.0	-100.0	-34.0	-61.181958249999994	-0.04573546999999678	0.9990377464424726	0.9855034509585759	34.97597598243355	-15.024024017566447
60.0	-99.0	-69.0	-51.48362693999999	-22.49591599	0.9990410941599804	0.9773542469112899	44.668471448935456	-15.331528551064544
70.0								
