Set_Power_dBm,Mean_Measured_Power,Std_Dev_Measured_Power
-120.00,-111.20603180,0.46450572
-119.00,-111.41781175,0.46297721
-118.00,-111.14719348,0.61522278
-117.00,-111.21267700,0.43701038
-116.00,-111.06761129,0.41254934
-115.00,-110.89136696,0.49439562
-114.00,-110.88547592,0.52552092
-113.00,-110.95507451,0.52114127
-112.00,-110.88416772,0.46697261
-111.00,-110.84294434,0.38179482
-110.00,-111.07075424,0.49386251
-109.00,-110.92733082,0.57229630
-108.00,-110.67131123,0.43112738
-107.00,-110.73640781,0.51642349
-106.00,-110.48657990,0.47617296
-105.00,-110.58367882,0.49693586
-104.00,-110.45622173,0.40450083
-103.00,-110.43553443,0.60972212
-102.00,-110.18516781,0.40329568
-101.00,-109.82668907,0.41140751
-100.00,-109.66340722,0.45338929
-99.00,-109.43826082,0.50280414
-98.00,-109.33620962,0.76730528
-97.00,-108.67660362,0.62745957
-96.00,-108.20402824,0.42116640
-95.00,-107.65530797,0.43477652
-94.00,-107.11003314,0.45629961
-93.00,-106.45868874,0.53930449
-92.00,-105.81785543,0.38290993
-91.00,-104.83559532,0.48229579
-90.00,-103.85665974,0.29032966
-89.00,-102.86489182,0.32820301
-88.00,-102.03892403,0.30139172
-87.00,-101.12183685,0.24479940
-86.00,-100.19136770,0.25389840
-85.00,-99.14456137,0.28353578
-84.00,-98.20732237,0.19693579
-83.00,-97.17254639,0.22497152
-82.00,-96.21305169,0.15461227
-81.00,-95.22114097,0.18871459
-80.00,-94.18983339,0.19881615
-79.00,-93.12296333,0.14917301
-78.00,-92.14000549,0.14189087
-77.00,-91.09497873,0.13765288
-76.00,-90.24623642,0.15597458
-75.00,-89.20192083,0.16384909
-74.00,-88.17279015,0.17813599
-73.00,-87.09841919,0.13415936
-72.00,-86.15247024,0.21187861
-71.00,-85.20879152,0.17848239
-70.00,-84.24001633,0.21766010
-69.00,-83.21672419,0.28191569
-68.00,-82.24585046,0.27763880
-67.00,-81.19507387,0.38619571
-66.00,-80.31952540,0.32937266
-65.00,-79.25338665,0.46511933
-64.00,-78.19078425,0.51066929
-63.00,-76.98492753,0.44856376
-62.00,-76.33240107,0.58895056
-61.00,-75.12804582,0.33285317
-60.00,-74.22485914,0.38922827
-59.00,-73.19599152,0.77282140
-58.00,-72.15912387,0.22909063
-57.00,-71.07066078,0.21536389
-56.00,-70.23165372,1.18650127
-55.00,-69.24614394,0.17150100
-54.00,-68.25710698,0.17343558
-53.00,-67.17597038,0.64519888
-52.00,-66.31759432,0.09903837
-51.00,-65.04246200,0.11555838
-50.00,-64.13215892,0.56359015
-49.00,-63.22123096,0.10233940
-48.00,-62.29221471,0.12934039
-47.00,-61.09948497,0.48452076
-46.00,-60.27379548,0.08334685
-45.00,-59.26972741,0.11492528
-44.00,-58.15709898,0.47713233
-43.00,-57.27527438,0.09558481
-42.00,-56.28261715,0.07778771
-41.00,-54.85736666,0.39055418
-40.00,-54.32352066,0.05823886
-39.00,-53.24248926,0.09266863
-38.00,-52.13714680,0.21481663
-37.00,-51.27323833,0.11274800
-36.00,-50.30251051,0.06816348
-35.00,-49.21546110,0.36788782
-34.00,-48.24807125,0.09487329
-33.00,-47.82216584,2.55550738
-32.00,-46.20264308,2.60382865
-31.00,-44.73025914,1.79280832
-30.00,-43.64191778,1.23386443
-29.00,-42.10512322,1.26589984
-28.00,-41.21568510,0.85643010
-27.00,-40.52759510,0.53381641
-26.00,-40.47636875,0.55514701
-25.00,-40.05749492,0.69015250
-24.00,-40.01558645,0.74509097
-23.00,-39.71559745,0.64195822
-22.00,-39.67241436,0.50842407
-21.00,-39.27609915,0.56485345
-20.00,-39.12338596,0.44699522
-19.00,-39.12784295,0.32068632
-18.00,-39.16136230,0.34611484
-17.00,-39.11839776,0.35681900
-16.00,-39.08938438,0.29723813
-15.00,-39.02065828,0.32774728
-14.00,-39.03354708,0.30071546
-13.00,-39.00688171,0.23049633
-12.00,-38.95929379,0.30013879
-11.00,-38.81827224,0.23119406
-10.00,-38.98920581,0.29266132
-9.00,-38.98886723,0.39799185
-8.00,-38.79798628,0.39419864
-7.00,-38.93429417,0.50642992
-6.00,-38.98073832,0.23205859
-5.00,-38.92757522,0.40459238
-4.00,-38.83498101,0.24296745
-3.00,-38.84552644,0.29458213
-2.00,-38.72914187,0.25780406
-1.00,-38.83493825,0.32035243
0.00,-38.87465752,0.34552587
