Set_Power_dBm,Mean_Measured_Power,Std_Dev_Measured_Power
-120.00,-92.29855146,0.54684334
-119.00,-92.45488358,0.46384891
-118.00,-92.30646261,0.49522547
-117.00,-92.27365748,0.56760098
-116.00,-92.42954339,0.46202141
-115.00,-92.54435539,0.57689511
-114.00,-92.38611306,0.45377279
-113.00,-92.47168283,0.48655806
-112.00,-92.30687473,0.54378249
-111.00,-92.34027138,0.40154191
-110.00,-92.15556777,0.40417946
-109.00,-92.36685221,0.36925936
-108.00,-92.30601341,0.43267928
-107.00,-92.43926560,0.55597369
-106.00,-92.46595925,0.72389336
-105.00,-92.26087761,0.51851502
-104.00,-92.24584664,0.48726243
-103.00,-92.32944997,0.46631334
-102.00,-92.42821222,0.50081488
-101.00,-92.04390235,0.35792310
-100.00,-92.12863880,0.32120930
-99.00,-92.21465783,0.56044410
-98.00,-92.27435727,0.45745072
-97.00,-92.40244454,0.55235730
-96.00,-92.48071369,0.63667415
-95.00,-92.33486938,0.61799286
-94.00,-92.17043425,0.35539919
-93.00,-92.45697182,0.81841154
-92.00,-92.25250206,0.52367525
-91.00,-92.28330391,0.64588714
-90.00,-91.97427609,0.56360916
-89.00,-91.86456490,0.54235602
-88.00,-91.84250069,0.45810257
-87.00,-91.73484535,0.58069056
-86.00,-91.87172318,0.56023882
-85.00,-91.38433571,0.60848109
-84.00,-91.21111057,0.49467519
-83.00,-91.34285011,0.55577628
-82.00,-90.94863570,0.69494665
-81.00,-90.63634130,0.50652355
-80.00,-90.23182036,0.65608713
-79.00,-89.85431061,0.46862254
-78.00,-89.14008102,0.47597536
-77.00,-88.71119766,0.58479049
-76.00,-87.76374130,0.58121777
-75.00,-86.97625612,0.65796799
-74.00,-86.57118185,0.63259097
-73.00,-85.47157097,0.44840636
-72.00,-84.61209789,0.55153466
-71.00,-83.30944945,0.37777764
-70.00,-82.35691032,0.32999520
-69.00,-81.41250972,0.32631417
-68.00,-80.45856315,0.27114526
-67.00,-79.46363182,0.30958294
-66.00,-78.43566246,0.22601011
-65.00,-77.41112277,0.31232126
-64.00,-76.34647570,0.18601652
-63.00,-75.46510010,0.22092678
-62.00,-74.42607918,0.15525056
-61.00,-73.35706370,0.13797549
-60.00,-72.36099203,0.11733259
-59.00,-71.44437569,0.08166413
-58.00,-70.49262599,0.07599531
-57.00,-69.52807532,0.10402714
-56.00,-68.56069344,0.10305810
-55.00,-67.38446172,0.07735803
-54.00,-66.46197383,0.11472911
-53.00,-65.52308896,0.07062519
-52.00,-64.49592751,0.08980118
-51.00,-63.37703484,0.07497626
-50.00,-62.43014545,0.06612794
-49.00,-61.50785406,0.10133388
-48.00,-60.51953761,0.11895892
-47.00,-59.52809103,0.11471206
-46.00,-58.57076504,0.10782605
-45.00,-57.54935773,0.10652118
-44.00,-56.56115511,0.88527953
-43.00,-55.51793028,0.08970942
-42.00,-54.54644514,0.10951905
-41.00,-53.60160406,0.54686878
-40.00,-52.54199781,0.06151194
-39.00,-51.47934040,0.06858144
-38.00,-50.53227403,0.09540060
-37.00,-49.52718247,0.07923551
-36.00,-48.54501067,0.08446249
-35.00,-47.52459275,0.10533223
-34.00,-46.55159840,0.06487976
-33.00,-45.47864850,0.07534349
-32.00,-44.50727781,0.10990637
-31.00,-43.49138902,0.07949836
-30.00,-42.55240364,0.04896528
-29.00,-41.52553960,0.07305713
-28.00,-40.55229950,0.06871688
-27.00,-39.54849201,0.11004797
-26.00,-38.57127521,0.05766212
-25.00,-37.47500971,0.07887775
-24.00,-36.52792198,0.07184704
-23.00,-35.52088271,0.05671239
-22.00,-34.54353438,0.05477004
-21.00,-33.45392207,0.05540158
-20.00,-32.49669478,0.07367320
-19.00,-31.50228842,0.05171069
-18.00,-30.56015396,0.07059060
-17.00,-29.55843494,0.07876306
-16.00,-28.58015091,0.04704183
-15.00,-27.47595151,0.04611037
-14.00,-26.53156609,1.96367788
-13.00,-24.58704217,1.53338852
-12.00,-23.97232196,1.29989627
-11.00,-22.99493440,0.94251321
-10.00,-21.70116085,1.08430558
-9.00,-20.96696362,0.48135205
-8.00,-20.69511745,0.51390480
-7.00,-20.13927681,0.55057581
-6.00,-20.13996827,0.57602712
-5.00,-20.03717623,0.53470267
-4.00,-19.85748391,0.37501878
-3.00,-19.60951413,0.60074432
-2.00,-19.39327484,0.49078969
-1.00,-19.25987730,0.48498348
0.00,-19.30083064,0.48005768
