Set_Power_dBm,Mean_Measured_Power,Std_Dev_Measured_Power
-120.00,-45.55142000,0.06390323
-119.00,-45.55035040,0.05101666
-118.00,-45.56696065,0.04794185
-117.00,-45.57539601,0.03729313
-116.00,-45.57707435,0.04602148
-115.00,-45.54977798,0.04627928
-114.00,-45.55095940,0.05178882
-113.00,-45.56184688,0.03632802
-112.00,-45.56538582,0.04272755
-111.00,-45.55871421,0.02663214
-110.00,-45.55629610,0.05898218
-109.00,-45.55334930,0.04956951
-108.00,-45.54870434,0.04229003
-107.00,-45.55984135,0.04689703
-106.00,-45.58023701,0.04328788
-105.00,-45.56175995,0.05071231
-104.00,-45.56789913,0.04713754
-103.00,-45.55614512,0.03771251
-102.00,-45.56111667,0.03741580
-101.00,-45.56435455,0.06349257
-100.00,-45.57165421,0.04775762
-99.00,-45.56085667,0.04513623
-98.00,-45.55253010,0.05520862
-97.00,-45.55360453,0.07454931
-96.00,-45.55997708,0.04300884
-95.00,-45.57316914,0.05186730
-94.00,-45.56318524,0.04956330
-93.00,-45.56474898,0.05696454
-92.00,-45.56632313,0.04726933
-91.00,-45.57433870,0.04709784
-90.00,-45.56588564,0.04966721
-89.00,-45.56335907,0.04182037
-88.00,-45.56115743,0.04415383
-87.00,-45.56603394,0.04283588
-86.00,-45.54117241,0.06131146
-85.00,-45.54358311,0.05125877
-84.00,-45.57297295,0.05443142
-83.00,-45.55180683,0.05464302
-82.00,-45.55910912,0.05350665
-81.00,-45.54843674,0.04927125
-80.00,-45.54586277,0.05340487
-79.00,-45.51599482,0.04078922
-78.00,-45.50994813,0.05278471
-77.00,-45.52357664,0.05806236
-76.00,-45.52297249,0.05721741
-75.00,-45.49613018,0.05708729
-74.00,-45.48386536,0.04047069
-73.00,-45.45163727,0.04991468
-72.00,-45.42001644,0.06819516
-71.00,-45.35632210,0.05264825
-70.00,-45.34382208,0.05931682
-69.00,-45.28112612,0.05223551
-68.00,-45.20668907,0.05238795
-67.00,-45.09100893,0.07200818
-66.00,-44.97185855,0.06521898
-65.00,-44.74653965,0.06413515
-64.00,-44.52883954,0.07484658
-63.00,-44.29046791,0.09191544
-62.00,-43.93166030,0.09498055
-61.00,-43.36764993,0.14188330
-60.00,-42.71225548,0.13337251
-59.00,-42.01790259,0.12654289
-58.00,-41.11519141,0.10136850
-57.00,-40.11134178,0.13332617
-56.00,-39.16876923,0.11057370
-55.00,-38.03657170,0.07370422
-54.00,-37.13053597,0.06079253
-53.00,-36.24039290,0.04450048
-52.00,-35.23813057,0.07257011
-51.00,-34.02320541,0.04943576
-50.00,-33.11710579,0.04991009
-49.00,-32.15493313,0.03044581
-48.00,-31.17252470,0.03086325
-47.00,-30.19601345,0.02451302
-46.00,-29.20097340,0.03476265
-45.00,-28.33151436,0.02286774
-44.00,-27.34561454,0.01931661
-43.00,-26.16620495,0.01886458
-42.00,-25.19897948,0.01236801
-41.00,-24.29840226,0.01672494
-40.00,-23.33138710,0.01210503
-39.00,-22.16765072,0.01759559
-38.00,-21.18799089,0.00827939
-37.00,-20.22040243,0.01079419
-36.00,-19.25473404,0.01271361
-35.00,-18.33117231,0.00973884
-34.00,-17.36567899,0.00809458
-33.00,-16.20470940,0.00797023
-32.00,-15.23729310,0.00553158
-31.00,-14.31687260,0.00707597
-30.00,-13.35200515,0.00632513
-29.00,-12.16225082,0.00330754
-28.00,-11.19662029,0.00385875
-27.00,-10.23279050,0.00373429
-26.00,-9.26635557,0.00386787
-25.00,-8.09119380,0.00361839
-24.00,-7.12625200,0.00298636
-23.00,-6.20808200,0.00230504
-22.00,-5.24548531,0.00270539
-21.00,-4.07168562,0.00236917
-20.00,-3.10525000,0.00236446
-19.00,-2.14243886,0.00270720
-18.00,-1.17593969,0.00286855
-17.00,-0.21374199,0.00248588
-16.00,0.48354514,0.00180255
-15.00,0.92708371,0.00158964
-14.00,1.09405194,0.00276990
-13.00,1.17650349,0.00269260
-12.00,1.23377060,0.00250935
-11.00,1.28242522,0.00316277
-10.00,1.31159982,0.00414383
-9.00,1.33183396,0.00367269
-8.00,1.34701039,0.00319141
-7.00,1.36077225,0.00315301
-6.00,1.37052610,0.00333279
-5.00,1.37769864,0.00379538
-4.00,1.38445330,0.00315444
-3.00,1.39301963,0.00379310
-2.00,1.39956921,0.00358207
-1.00,1.40436709,0.00298657
0.00,1.40864283,0.00273572
